,GRANJA,FECHA RECEPCION,t2m_min_weekFR,t2m_max_weekFR,rh2m_mean_WFR,N°INICIAL,PESO  M,GANA M,% DESCARTE SEM 1,DESCARTE SEM 1,FECHA SEM 1,t2m_min_weekF1,t2m_max_weekF1,rh2m_mean_WF1,SALDO AVES SEM 1,PESO M SEM 1,CONS  SEM 1,MORT SEM 1,CONV SEM 1,FECHA SEM 2,t2m_min_weekF2,t2m_max_weekF2,rh2m_mean_WF2,SALDO AVES SEM 2,PESO M SEM 2,CONS  SEM 2,MORT SEM 2,CONV SEM 2,FECHA SEM 3,t2m_min_weekF3,t2m_max_weekF3,rh2m_mean_WF3,SALDO AVES SEM 3,PESO M SEM 3,CONS  SEM 3,MORT SEM 3,CONV SEM 3,FECHA SEM 4,t2m_min_weekF4,t2m_max_weekF4,rh2m_mean_WF4,SALDO AVES SEM 4,PESO M SEM 4,CONS  SEM 4,MORT SEM 4,CONV SEM 4,FECHA SEM 5,t2m_min_weekF5,t2m_max_weekF5,rh2m_mean_WF5,SALDO AVES SEM 5,PESO M SEM 5,CONS  SEM 5,MORT SEM 5,CONV SEM 5,36PESO,36DATE,rh2m_36,t2m_max_36,t2m_min_36,37PESO,37DATE,rh2m_37,t2m_max_37,t2m_min_37,38PESO,38DATE,rh2m_38,t2m_max_38,t2m_min_38,39PESO,39DATE,rh2m_39,t2m_max_39,t2m_min_39,40PESO,40DATE,rh2m_40,t2m_max_40,t2m_min_40,41PESO,41DATE,rh2m_41,t2m_max_41,t2m_min_41,42PESO,42DATE,rh2m_42,t2m_max_42,t2m_min_42,43PESO,43DATE,rh2m_43,t2m_max_43,t2m_min_43,44PESO,44DATE,rh2m_44,t2m_max_44,t2m_min_44,FECHA_FAENA,EDAD,PESO REAL,m.s.n.m
82,BALCONES,2021-03-06,11.8,28.47,69.84714285714287,25194.0,0.041,4.341463414634147,0.011689942,298.0,2021-03-13,16.11,28.12,73.37428571428572,24808.0,0.178,0.162,1.5321108200365168,0.9101124,2021-03-13,16.11,28.12,73.37428571428572,24386.0,0.413,0.472,3.2071128,1.1428572,2021-03-13,16.11,28.12,73.37428571428572,23966.0,0.812,1.021,4.874176391204255,1.2573892,2021-03-13,16.11,28.12,73.37428571428572,23652.0,1.387,1.89,6.120504882114789,1.3626533,2021-03-13,16.11,28.12,73.37428571428572,23111.0,2.091,3.053,8.267841549575296,1.4600669,2.174,2021-04-11,65.56,28.0,18.3,2.33725,2021-04-12,66.5,28.23,18.01,2.42725,2021-04-13,62.88,29.65,18.01,2.54575,2021-04-14,71.06,27.84,17.92,2.63775,2021-04-15,63.0,30.54,17.27,2.7335000000000003,2021-04-16,66.56,27.72,16.83,2.8325,2021-04-17,66.62,30.47,17.9,2.9215,2021-04-18,62.25,29.37,17.23,3.0105,2021-04-19,57.44,29.47,17.25,2021-04-15,40.0,2.729636048526863,2390
83,MARIANA,2021-03-09,11.8,28.47,71.11571428571428,49827.0,0.039,3.96025641025641,0.017044445,864.0,2021-03-16,15.61,25.73,73.25857142857144,48817.0,0.1544499999999999,0.1503574574431038,2.0270134665944166,0.97350246,2021-03-16,15.61,25.73,73.25857142857144,48410.0,0.4057,0.4784135509192315,2.8438396,1.1792299,2021-03-16,15.61,25.73,73.25857142857144,47579.0,0.81,1.0315475314739695,4.511610171192325,1.2735155,2021-03-16,15.61,25.73,73.25857142857144,47200.0,1.3204,1.8330508,5.272241957171815,1.3882542,2021-03-16,15.61,25.73,73.25857142857144,46690.0,2.060833333333333,2.9453844506318267,6.295783410600678,1.4292201,2.0327,2021-04-13,62.88,29.65,18.01,2.1411,2021-04-14,71.06,27.84,17.92,2.2375,2021-04-15,63.0,30.54,17.27,2.3265,2021-04-16,66.56,27.72,16.83,2.4175,2021-04-17,66.62,30.47,17.9,2.5075,2021-04-18,62.25,29.37,17.23,2.6219,2021-04-19,57.44,29.47,17.25,2.7153,2021-04-20,60.62,29.58,15.94,2.8043,2021-04-21,64.88,28.93,16.65,2021-04-20,42.0,2.831759004653795,2300
84,TERRANOVA,2021-03-10,14.91,27.12,75.1857142857143,34884.0,0.038,4.105263157894737,0.010074066,355.0,2021-03-17,14.88,25.93,75.70571428571428,34442.0,0.156,0.1520999999999999,1.267056530214425,0.975,2021-03-17,14.88,25.93,75.70571428571428,34214.0,0.391,0.438,1.9206513,1.1202046,2021-03-17,14.88,25.93,75.70571428571428,34017.0,0.755,0.998,2.4853801169590644,1.3218544,2021-03-17,14.88,25.93,75.70571428571428,33895.0,1.207,1.799,2.8351106524481136,1.4904722,2021-03-17,14.88,25.93,75.70571428571428,33911.0,1.875,2.844,2.7892443527118447,1.5168,1.9575,2021-04-15,68.69,28.74,16.31,2.0620000000000003,2021-04-16,71.38,26.75,16.05,2.15475,2021-04-17,72.62,28.7,16.62,2.2502500000000003,2021-04-18,70.69,27.25,16.07,2.389,2021-04-19,67.25,27.03,16.21,2.48475,2021-04-20,67.88,27.39,14.9,2.581,2021-04-21,70.12,27.85,16.51,2.67275,2021-04-22,63.12,28.87,17.01,2.76175,2021-04-23,67.12,27.76,18.17,2021-04-22,43.0,2.625835469292785,1670
85,VIVI TATIANA,2021-03-10,14.42,28.12,72.80285714285715,7650.0,0.04,4.025,0.005589497,43.0,2021-03-17,15.4,26.9,73.51857142857143,7561.0,0.161,0.14,1.1633986928104574,0.8695652,2021-03-17,15.4,26.9,73.51857142857143,7458.0,0.418,0.488,2.509804,1.1674641,2021-03-17,15.4,26.9,73.51857142857143,7406.0,0.838,1.053,3.189542483660131,1.2565632,2021-03-17,15.4,26.9,73.51857142857143,7368.0,1.248,1.883,3.686274509803922,1.5088141,2021-03-17,15.4,26.9,73.51857142857143,7332.0,1.954,2.989,4.156862745098039,1.5296828,2.0396666666666667,2021-04-15,63.0,30.54,17.27,2.183,2021-04-16,66.56,27.72,16.83,2.2710000000000004,2021-04-17,66.62,30.47,17.9,2.362,2021-04-18,62.25,29.37,17.23,2.4936666666666665,2021-04-19,57.44,29.47,17.25,2.5836666666666663,2021-04-20,60.62,29.58,15.94,2.663,2021-04-21,64.88,28.93,16.65,2.7383333333333333,2021-04-22,55.62,29.84,17.05,2.8273333333333333,2021-04-23,59.12,28.95,18.37,2021-04-22,43.0,2.75569881953246,980
86,TERRANOVA,2021-03-12,15.23,27.12,75.30285714285715,29886.0,0.038,4.2631578947368425,0.012196331,369.0,2021-03-19,14.88,26.33,75.71428571428571,29434.0,0.162,0.1515,1.5124138392558388,0.9351852,2021-03-19,14.88,26.33,75.71428571428571,29305.0,0.4,0.4545,1.9440541,1.13625,2021-03-19,14.88,26.33,75.71428571428571,29195.0,0.786,0.996,2.3121193870039485,1.2671756,2021-03-19,14.88,26.33,75.71428571428571,29090.0,1.269,1.7972,2.6634544602824066,1.4162333,2021-03-19,14.88,26.33,75.71428571428571,28970.0,1.905,2.844,3.06498025831493,1.4929134,1.99975,2021-04-17,72.62,28.7,16.62,2.09375,2021-04-18,70.69,27.25,16.07,2.1915,2021-04-19,67.25,27.03,16.21,2.289,2021-04-20,67.88,27.39,14.9,2.385,2021-04-21,70.12,27.85,16.51,2.48025,2021-04-22,63.12,28.87,17.01,2.572,2021-04-23,67.12,27.76,18.17,2.6665,2021-04-24,64.94,29.94,15.71,2.7555,2021-04-25,66.62,30.01,18.3,2021-04-20,39.0,2.27026491304501,1670
87,HERRADURA,2021-03-12,23.23,34.67,66.89285714285714,4029.0,0.04,4.55,0.0,0.0,2021-03-19,23.23,34.11,66.43857142857144,3946.0,0.182,0.142,2.0600645321419706,0.7802198,2021-03-19,23.23,34.11,66.43857142857144,3926.0,0.406,0.479,2.5564656,1.179803,2021-03-19,23.23,34.11,66.43857142857144,3915.0,0.818,1.052,2.8294862248696946,1.2860636,2021-03-19,23.23,34.11,66.43857142857144,3908.0,1.283,1.894,3.003226607098536,1.4762276,2021-03-19,23.23,34.11,66.43857142857144,3895.0,1.873,2.999,3.3258873169520973,1.6011746,2.113,2021-04-17,78.69,31.43,23.73,2.198,2021-04-18,78.5,30.23,23.44,2.283,2021-04-19,70.62,32.59,23.62,2.356,2021-04-20,68.12,32.9,23.73,2.441,2021-04-21,68.81,31.69,24.22,2.531,2021-04-22,60.75,36.33,23.02,2.621,2021-04-23,58.81,36.22,25.08,2.71,2021-04-24,59.25,36.83,24.65,2.799,2021-04-25,63.88,34.06,25.19,2021-04-22,41.0,2.4702258422056578,155
88,HERRADURA,2021-03-13,23.23,34.67,65.81285714285714,35292.0,0.041,4.341463414634147,0.0,0.0,2021-03-20,23.23,34.32,67.12571428571428,34830.0,0.178,0.149,1.3090785447126827,0.83707863,2021-03-20,23.23,34.32,67.12571428571428,34630.0,0.395,0.486,1.8757793,1.2303797,2021-03-20,23.23,34.32,67.12571428571428,34500.0,0.782,1.054,2.2441346480788846,1.3478261,2021-03-20,23.23,34.32,67.12571428571428,34395.0,1.271,1.892,2.541652499149949,1.4885917,2021-03-20,23.23,34.32,67.12571428571428,34270.0,1.962,2.988,2.8958404170916925,1.5229357,2.047,2021-04-18,78.5,30.23,23.44,2.1366666666666667,2021-04-19,70.62,32.59,23.62,2.2598333333333334,2021-04-20,68.12,32.9,23.73,2.343166666666667,2021-04-21,68.81,31.69,24.22,2.452,2021-04-22,60.75,36.33,23.02,2.535333333333333,2021-04-23,58.81,36.22,25.08,2.627,2021-04-24,59.25,36.83,24.65,2.716,2021-04-25,63.88,34.06,25.19,2.805,2021-04-26,64.75,33.99,25.34,2021-04-21,39.0,2.443645565799162,155
89,LA CEIBA,2021-03-16,15.61,25.73,73.25857142857144,27030.0,0.039,4.641025641025641,0.0077092513,210.0,2021-03-23,14.45,27.62,73.90285714285713,26646.0,0.181,0.151,1.420643729189789,0.83425415,2021-03-23,14.45,27.62,73.90285714285713,26525.0,0.434,0.481,1.8682945,1.108295,2021-03-23,14.45,27.62,73.90285714285713,26436.0,0.783,1.048,2.1975582685904547,1.3384418,2021-03-23,14.45,27.62,73.90285714285713,26363.0,1.322,1.887,2.467628560858305,1.4273827,2021-03-23,14.45,27.62,73.90285714285713,26310.0,1.92,2.978,2.6637069922308543,1.5510417,2.24625,2021-04-21,64.88,28.93,16.65,2.18525,2021-04-22,55.62,29.84,17.05,2.26925,2021-04-23,59.12,28.95,18.37,2.36025,2021-04-24,62.94,31.1,15.85,2.45125,2021-04-25,63.25,31.33,17.72,2.535,2021-04-26,61.06,30.87,17.36,2.648,2021-04-27,69.06,28.54,18.22,2.737,2021-04-28,78.06,23.29,17.71,2.826,2021-04-29,73.81,24.12,17.48,2021-04-27,43.0,2.7470377042905376,1050
90,HERRADURA,2021-03-16,23.39,34.67,61.46428571428572,9384.0,0.037,4.054054054054054,0.0,0.0,2021-03-23,23.21,36.12,66.99142857142856,9289.0,0.15,0.142,1.0123614663256608,0.94666666,2021-03-23,23.21,36.12,66.99142857142856,9221.0,0.362,0.447,1.7369992,1.2348067,2021-03-23,23.21,36.12,66.99142857142856,9154.0,0.713,0.992,2.450980392156863,1.3913044,2021-03-23,23.21,36.12,66.99142857142856,9078.0,1.254,1.833,3.260869565217391,1.4617225,2021-03-23,23.21,36.12,66.99142857142856,8970.0,1.862,2.992,4.411764705882353,1.6068743,1.997,2021-04-21,68.81,31.69,24.22,2.089,2021-04-22,60.75,36.33,23.02,2.181,2021-04-23,58.81,36.22,25.08,2.272,2021-04-24,59.25,36.83,24.65,2.363,2021-04-25,63.88,34.06,25.19,2.4530000000000003,2021-04-26,64.75,33.99,25.34,2.543,2021-04-27,66.88,32.59,24.33,2.632,2021-04-28,71.94,29.77,23.83,2.721,2021-04-29,61.94,32.59,23.08,2021-04-26,40.0,2.394877708778658,155
91,ROBLE,2021-03-17,14.88,25.93,75.7057142857143,54876.0,0.037,4.486486486486487,0.0022545455,124.0,2021-03-24,13.38,27.31,73.87428571428572,54139.0,0.166,0.137,1.3430279174866973,0.82530123,2021-03-24,13.38,27.31,73.87428571428572,53843.0,0.415,0.466,1.8824258,1.1228915,2021-03-24,13.38,27.31,73.87428571428572,53572.0,0.79,1.047,2.376266491726802,1.3253164,2021-03-24,13.38,27.31,73.87428571428572,53327.0,1.345,1.893,2.8227276040527736,1.4074349,2021-03-24,13.38,27.31,73.87428571428572,52762.0,2.06,3.044,3.852321597784096,1.47767,2.192272727272727,2021-04-22,63.12,28.87,17.01,2.333636363636364,2021-04-23,67.12,27.76,18.17,2.433181818181818,2021-04-24,64.94,29.94,15.71,2.5322727272727272,2021-04-25,66.62,30.01,18.3,2.661818181818182,2021-04-26,63.44,30.05,17.52,2.7604545454545453,2021-04-27,71.94,25.98,17.69,2.855909090909091,2021-04-28,80.12,22.55,16.66,2.9506363636363635,2021-04-29,76.75,24.06,16.43,3.050636363636364,2021-04-30,76.62,21.42,15.91,2021-04-27,41.0,2.679288602407891,1919
92,HERRADURA,2021-03-17,23.39,34.67,62.90142857142856,10200.0,0.038,3.5789473684210527,0.0,0.0,2021-03-24,23.21,36.12,65.74142857142859,10090.0,0.136,0.127,1.0784313725490196,0.9338235,2021-03-24,23.21,36.12,65.74142857142859,10019.0,0.33,0.419,1.7745098,1.269697,2021-03-24,23.21,36.12,65.74142857142859,9940.0,0.682,0.958,2.549019607843137,1.404692,2021-03-24,23.21,36.12,65.74142857142859,9880.0,1.185,1.765,3.1372549019607843,1.4894515,2021-03-24,23.21,36.12,65.74142857142859,9818.0,1.815,2.815,3.7450980392156863,1.5509642,1.929,2021-04-22,60.75,36.33,23.02,2.014,2021-04-23,58.81,36.22,25.08,2.1075,2021-04-24,59.25,36.83,24.65,2.1985,2021-04-25,63.88,34.06,25.19,2.2895000000000003,2021-04-26,64.75,33.99,25.34,2.3795,2021-04-27,66.88,32.59,24.33,2.4695,2021-04-28,71.94,29.77,23.83,2.5585,2021-04-29,61.94,32.59,23.08,2.6475,2021-04-30,58.5,32.61,24.01,2021-04-26,40.0,2.394877708778658,155
93,ROBLE,2021-03-19,14.88,26.33,75.71428571428571,43605.0,0.038,4.2368421052631575,0.005541872,243.0,2021-03-26,13.38,27.31,74.06142857142858,42311.0,0.161,0.152,2.96754959293659,0.94409937,2021-03-26,13.38,27.31,74.06142857142858,41877.0,0.428,0.489,3.9628482,1.1425234,2021-03-26,13.38,27.31,74.06142857142858,41497.0,0.813,1.07,4.834307992202729,1.3161131,2021-03-26,13.38,27.31,74.06142857142858,41230.0,1.384,1.929,5.446623093681917,1.3937861,2021-03-26,13.38,27.31,74.06142857142858,40643.0,2.08,3.075,6.792798990941405,1.4783654,2.222444444444444,2021-04-24,64.94,29.94,15.71,2.321333333333333,2021-04-25,66.62,30.01,18.3,2.474333333333333,2021-04-26,63.44,30.05,17.52,2.5794444444444444,2021-04-27,71.94,25.98,17.69,2.6727777777777777,2021-04-28,80.12,22.55,16.66,2.827777777777777,2021-04-29,76.75,24.06,16.43,2.9255555555555555,2021-04-30,76.62,21.42,15.91,3.025555555555556,2021-05-01,71.94,25.3,15.39,3.1145555555555555,2021-05-02,75.38,24.3,16.33,2021-04-27,39.0,2.47937472861485,1919
94,VILLA FLORIDA,2021-03-20,14.86,27.62,74.12714285714286,13974.0,0.037,4.486486486486487,0.010830325,153.0,2021-03-27,14.45,27.39,73.92714285714285,13776.0,0.166,0.1466,1.41691713181623,0.8831325,2021-03-27,14.45,27.39,73.92714285714285,13655.0,0.377,0.4482,2.282811,1.1888595,2021-03-27,14.45,27.39,73.92714285714285,13534.0,0.743,0.9931,3.1487047373694,1.3366083,2021-03-27,14.45,27.39,73.92714285714285,13453.0,1.214,1.7959,3.7283526549305854,1.4793246,2021-03-27,14.45,27.39,73.92714285714285,13339.0,1.862,2.8488,4.544153427794476,1.5299678,1.924,2021-04-25,63.25,31.33,17.72,2.0386666666666664,2021-04-26,61.06,30.87,17.36,2.1333333333333333,2021-04-27,69.06,28.54,18.22,2.235333333333333,2021-04-28,78.06,23.29,17.71,2.3353333333333333,2021-04-29,73.81,24.12,17.48,2.432,2021-04-30,74.25,22.34,17.01,2.5336666666666665,2021-05-01,70.12,24.26,16.62,2.635333333333333,2021-05-02,74.25,26.04,16.86,2.737,2021-05-03,72.38,24.98,16.27,2021-05-03,44.0,2.833829987126234,1300
95,ROBLE,2021-03-20,14.88,26.33,75.94714285714285,13566.0,0.037,4.108108108108108,0.00029476787,4.0,2021-03-27,13.38,27.31,73.92714285714285,13421.0,0.152,0.143,1.0688485920684063,0.94078946,2021-03-27,13.38,27.31,73.92714285714285,13328.0,0.4,0.471,1.754386,1.1775,2021-03-27,13.38,27.31,73.92714285714285,13185.0,0.761,1.01,2.8084918177797435,1.327201,2021-03-27,13.38,27.31,73.92714285714285,13049.0,1.333,1.882,3.810998083443904,1.411853,2021-03-27,13.38,27.31,73.92714285714285,12676.0,2.03,3.067,6.560518944419873,1.5108374,2.167666666666667,2021-04-25,66.62,30.01,18.3,2.301,2021-04-26,63.44,30.05,17.52,2.406,2021-04-27,71.94,25.98,17.69,2.502666666666667,2021-04-28,80.12,22.55,16.66,2.6026666666666665,2021-04-29,76.75,24.06,16.43,2.702666666666667,2021-04-30,76.62,21.42,15.91,2.802666666666666,2021-05-01,71.94,25.3,15.39,2.891666666666667,2021-05-02,75.38,24.3,16.33,2.9806666666666666,2021-05-03,74.75,23.94,15.55,2021-04-27,39.0,2.47937472861485,1919
96,ESPERANZA,2021-03-20,14.86,27.62,74.12714285714286,7650.0,0.0416,4.350961538461538,0.0,0.0,2021-03-27,14.45,27.39,73.92714285714285,7527.0,0.181,0.151,1.607843137254902,0.83425415,2021-03-27,14.45,27.39,73.92714285714285,7471.0,0.419,0.485,2.3398693,1.1575179,2021-03-27,14.45,27.39,73.92714285714285,7422.0,0.835,1.059,2.980392156862745,1.2682635,2021-03-27,14.45,27.39,73.92714285714285,7381.0,1.397,1.905,3.516339869281046,1.3636364,2021-03-27,14.45,27.39,73.92714285714285,7337.0,2.064,3.028,4.091503267973856,1.4670542,2.158,2021-04-25,63.25,31.33,17.72,2.274,2021-04-26,61.06,30.87,17.36,2.366,2021-04-27,69.06,28.54,18.22,2.501,2021-04-28,78.06,23.29,17.71,2.639333333333333,2021-04-29,73.81,24.12,17.48,2.7193333333333336,2021-04-30,74.25,22.34,17.01,2.809333333333333,2021-05-01,70.12,24.26,16.62,2.898333333333333,2021-05-02,74.25,26.04,16.86,2.9873333333333334,2021-05-03,72.38,24.98,16.27,2021-04-30,41.0,2.7905385337264925,1500
97,DESPENSA,2021-03-20,14.86,27.62,74.12714285714286,7650.0,0.038,4.473684210526316,0.0,0.0,2021-03-27,14.45,27.39,73.92714285714285,7569.0,0.17,0.14,1.0588235294117647,0.8235294,2021-03-27,14.45,27.39,73.92714285714285,7521.0,0.413,0.471,1.6862745,1.1404358,2021-03-27,14.45,27.39,73.92714285714285,7468.0,0.821,1.05,2.379084967320261,1.2789282,2021-03-27,14.45,27.39,73.92714285714285,7406.0,1.349,1.904,3.189542483660131,1.4114158,2021-03-27,14.45,27.39,73.92714285714285,7357.0,1.906,3.02,3.830065359477124,1.5844702,2.005,2021-04-25,63.25,31.33,17.72,2.151,2021-04-26,61.06,30.87,17.36,2.241,2021-04-27,69.06,28.54,18.22,2.3495,2021-04-28,78.06,23.29,17.71,2.4485,2021-04-29,73.81,24.12,17.48,2.536,2021-04-30,74.25,22.34,17.01,2.6260000000000003,2021-05-01,70.12,24.26,16.62,2.715,2021-05-02,74.25,26.04,16.86,2.8040000000000003,2021-05-03,72.38,24.98,16.27,2021-04-30,41.0,2.469612522166536,1300
98,TORCOROMA,2021-03-23,14.45,27.62,73.90285714285713,62883.0,0.04,4.525,0.017714044,1134.0,2021-03-30,15.3,30.23,72.23,61421.0,0.181,0.1517,2.3249526899161936,0.83812153,2021-03-30,15.3,30.23,72.23,60646.0,0.41,0.4581,3.5574002,1.1173171,2021-03-30,15.3,30.23,72.23,60287.0,0.804,1.0022,4.128301766773214,1.2465174,2021-03-30,15.3,30.23,72.23,60031.0,1.328,1.8046999,4.535407025746227,1.3589609,2021-03-30,15.3,30.23,72.23,59729.0,1.922,2.8465,5.015664010940954,1.4810094,2.0505,2021-04-28,78.06,23.29,17.71,2.1185,2021-04-29,73.81,24.12,17.48,2.21275,2021-04-30,74.25,22.34,17.01,2.31275,2021-05-01,70.12,24.26,16.62,2.41275,2021-05-02,74.25,26.04,16.86,2.55025,2021-05-03,72.38,24.98,16.27,2.6613125,2021-05-04,73.25,23.87,16.45,2.7549375,2021-05-05,66.5,25.77,15.65,2.8465625,2021-05-06,70.5,26.98,17.18,2021-04-30,38.0,2.269914926527456,900
99,BELLAVISTA,2021-03-24,14.45,27.62,73.63428571428572,4743.0,0.037,3.918918918918919,0.0,0.0,2021-03-31,15.3,30.23,71.43571428571428,4645.0,0.145,0.129,2.066202825216108,0.8896552,2021-03-31,15.3,30.23,71.43571428571428,4610.0,0.393,0.46,2.8041325,1.1704835,2021-03-31,15.3,30.23,71.43571428571428,4572.0,0.754,1.041,3.6053130929791273,1.3806366,2021-03-31,15.3,30.23,71.43571428571428,4552.0,1.183,1.819,4.026987138941599,1.5376163,2021-03-31,15.3,30.23,71.43571428571428,4520.0,1.872,2.912,4.701665612481552,1.5555556,1.957,2021-04-29,73.81,24.12,17.48,2.064,2021-04-30,74.25,22.34,17.01,2.149,2021-05-01,70.12,24.26,16.62,2.234,2021-05-02,74.25,26.04,16.86,2.371,2021-05-03,72.38,24.98,16.27,2.461,2021-05-04,73.25,23.87,16.45,2.551,2021-05-05,66.5,25.77,15.65,2.6455,2021-05-06,70.5,26.98,17.18,2.7345,2021-05-07,67.38,25.5,16.19,2021-05-06,43.0,2.8168402777777777,1100
100,BELLAVISTA,2021-03-26,14.45,27.39,73.83857142857143,38250.0,0.039,3.7948717948717943,0.0,0.0,2021-04-02,15.3,30.23,68.45285714285716,37793.0,0.148,0.132,1.1947712418300651,0.8918919,2021-04-02,15.3,30.23,68.45285714285716,37576.0,0.368,0.445,1.7620915,1.2092391,2021-04-02,15.3,30.23,68.45285714285716,37372.0,0.698,0.989,2.295424836601307,1.4169054,2021-04-02,15.3,30.23,68.45285714285716,37216.0,1.174,1.785,2.703267973856209,1.520443,2021-04-02,15.3,30.23,68.45285714285716,36976.0,1.9,2.899,3.330718954248366,1.5257895,1.9742222222222223,2021-05-01,70.12,24.26,16.62,2.0592222222222225,2021-05-02,74.25,26.04,16.86,2.191111111111111,2021-05-03,72.38,24.98,16.27,2.281111111111111,2021-05-04,73.25,23.87,16.45,2.3719444444444444,2021-05-05,66.5,25.77,15.65,2.4627777777777777,2021-05-06,70.5,26.98,17.18,2.552222222222222,2021-05-07,67.38,25.5,16.19,2.641388888888889,2021-05-08,72.56,23.73,16.95,2.7303888888888888,2021-05-09,59.75,30.62,17.33,2021-05-03,38.0,2.2082849401656643,1100
101,TESORO,2021-03-27,14.45,27.39,73.92714285714285,45951.0,0.036,4.472222222222222,0.0017379592,80.0,2021-04-03,15.3,30.23,66.30142857142857,45327.0,0.161,0.159,1.3579682705490632,0.9875776,2021-04-03,15.3,30.23,66.30142857142857,44978.0,0.429,0.495,2.117473,1.1538461,2021-04-03,15.3,30.23,66.30142857142857,44688.0,0.858,1.07,2.748580009140171,1.2470863,2021-04-03,15.3,30.23,66.30142857142857,44438.0,1.41,1.916,3.292637809840917,1.3588653,2021-04-03,15.3,30.23,66.30142857142857,44199.0,2.044,3.024,3.812757067310831,1.479452,2.125833333333333,2021-05-02,74.25,26.04,16.86,2.2343333333333333,2021-05-03,72.38,24.98,16.27,2.324333333333333,2021-05-04,73.25,23.87,16.45,2.4556666666666667,2021-05-05,66.5,25.77,15.65,2.548666666666666,2021-05-06,70.5,26.98,17.18,2.6511666666666667,2021-05-07,67.38,25.5,16.19,2.7453333333333334,2021-05-08,72.56,23.73,16.95,2.836583333333333,2021-05-09,59.75,30.62,17.33,2.9273333333333333,2021-05-10,58.25,31.01,16.61,2021-05-08,42.0,2.8503131901538925,1100
102,TESORO,2021-03-30,15.3,30.23,72.23,35190.0,0.036,4.444444444444445,0.0037370478,132.0,2021-04-06,17.14,29.64,65.49714285714286,34447.0,0.16,0.161,2.1113952827507814,1.00625,2021-04-06,17.14,29.64,65.49714285714286,34141.0,0.4,0.492,2.9809606,1.23,2021-04-06,17.14,29.64,65.49714285714286,33690.0,0.815,1.053,4.262574595055414,1.2920245,2021-04-06,17.14,29.64,65.49714285714286,33436.0,1.339,1.904,4.98437055981813,1.4219567,2021-04-06,17.14,29.64,65.49714285714286,33153.0,2.01,3.023,5.788576300085251,1.50398,2.146,2021-05-05,66.5,25.77,15.65,2.2395,2021-05-06,70.5,26.98,17.18,2.32175,2021-05-07,67.38,25.5,16.19,2.42225,2021-05-08,72.56,23.73,16.95,2.52275,2021-05-09,59.75,30.62,17.33,2.6475,2021-05-10,58.25,31.01,16.61,2.83875,2021-05-11,54.69,31.21,16.1,2.92775,2021-05-12,53.12,30.12,16.81,3.01675,2021-05-13,49.44,34.08,16.67,2021-05-10,41.0,2.697648187884756,1100
103,ROBLE,2021-03-30,14.87,28.83,74.30285714285715,8211.0,0.039,3.5384615384615383,0.01758794,147.0,2021-04-06,16.26,28.91,69.01,8019.0,0.138,0.1346801346801346,2.3383266350018266,0.975943,2021-04-06,16.26,28.91,69.01,7869.0,0.377,0.4498665650019062,4.1651444,1.19328,2021-04-06,16.26,28.91,69.01,7768.0,0.7485,1.0092687950566426,5.395201558884423,1.3483886,2021-04-06,16.26,28.91,69.01,7700.0,1.2625625,1.8415585,6.223358908780904,1.4585879,2021-04-06,16.26,28.91,69.01,7597.0,1.9875,3.040673950243517,7.477773718182926,1.5298989,2.065,2021-05-05,65.88,25.8,13.26,2.1595,2021-05-06,70.5,26.15,15.94,2.265,2021-05-07,72.25,22.97,14.69,2.3555,2021-05-08,72.19,21.69,15.75,2.446,2021-05-09,63.44,28.38,16.06,2.5695,2021-05-10,60.38,28.65,15.13,2.735,2021-05-11,60.0,28.85,15.37,2.824,2021-05-12,58.25,28.57,15.9,2.913,2021-05-13,55.69,31.75,15.69,2021-05-11,42.0,2.7305694961882243,1919
104,ROBLE,2021-03-31,14.87,28.83,74.23142857142857,46206.0,0.04,3.4425,0.009708738,453.0,2021-04-07,14.77,28.91,68.20571428571428,45450.0,0.1377,0.1359735973597359,1.6361511492014025,0.9874626,2021-04-07,14.77,28.91,68.20571428571428,45087.0,0.3656,0.448909885332801,2.4217634,1.2278717,2021-04-07,14.77,28.91,68.20571428571428,44711.0,0.7333,1.0019905616067637,3.235510539756742,1.3664129,2021-04-07,14.77,28.91,68.20571428571428,44171.0,1.2827,1.8211044,4.404189932043458,1.419743,2021-04-07,14.77,28.91,68.20571428571428,43471.0,1.93785,3.007982333049619,5.919144699822533,1.5522267,2.0232,2021-05-06,70.5,26.15,15.94,2.1167,2021-05-07,72.25,22.97,14.69,2.2077,2021-05-08,72.19,21.69,15.75,2.2982,2021-05-09,63.44,28.38,16.06,2.4034,2021-05-10,60.38,28.65,15.13,2.5268,2021-05-11,60.0,28.85,15.37,2.6386000000000003,2021-05-12,58.25,28.57,15.9,2.7316000000000003,2021-05-13,55.69,31.75,15.69,2.8206,2021-05-14,55.69,31.42,16.79,2021-05-12,42.0,2.792373115931304,1919
