,GRANJA,FECHA RECEPCION,t2m_min_weekFR,t2m_max_weekFR,rh2m_mean_WFR,N°INICIAL,PESO  M,GANA M,% DESCARTE SEM 1,DESCARTE SEM 1,FECHA SEM 1,t2m_min_weekF1,t2m_max_weekF1,rh2m_mean_WF1,SALDO AVES SEM 1,PESO M SEM 1,CONS  SEM 1,MORT SEM 1,CONV SEM 1,FECHA SEM 2,t2m_min_weekF2,t2m_max_weekF2,rh2m_mean_WF2,SALDO AVES SEM 2,PESO M SEM 2,CONS  SEM 2,MORT SEM 2,CONV SEM 2,FECHA SEM 3,t2m_min_weekF3,t2m_max_weekF3,rh2m_mean_WF3,SALDO AVES SEM 3,PESO M SEM 3,CONS  SEM 3,MORT SEM 3,CONV SEM 3,FECHA SEM 4,t2m_min_weekF4,t2m_max_weekF4,rh2m_mean_WF4,SALDO AVES SEM 4,PESO M SEM 4,CONS  SEM 4,MORT SEM 4,CONV SEM 4,FECHA SEM 5,t2m_min_weekF5,t2m_max_weekF5,rh2m_mean_WF5,SALDO AVES SEM 5,PESO M SEM 5,CONS  SEM 5,MORT SEM 5,CONV SEM 5,36PESO,36DATE,rh2m_36,t2m_max_36,t2m_min_36,37PESO,37DATE,rh2m_37,t2m_max_37,t2m_min_37,38PESO,38DATE,rh2m_38,t2m_max_38,t2m_min_38,39PESO,39DATE,rh2m_39,t2m_max_39,t2m_min_39,40PESO,40DATE,rh2m_40,t2m_max_40,t2m_min_40,41PESO,41DATE,rh2m_41,t2m_max_41,t2m_min_41,42PESO,42DATE,rh2m_42,t2m_max_42,t2m_min_42,43PESO,43DATE,rh2m_43,t2m_max_43,t2m_min_43,44PESO,44DATE,rh2m_44,t2m_max_44,t2m_min_44,FECHA_FAENA,EDAD,PESO REAL,m.s.n.m
72,BALCONES,2021-03-03,11.8,29.02,71.24857142857142,16014.0,0.042,4.095238095238095,0.013551805,220.0,2021-03-10,14.42,28.12,72.80285714285715,15712.0,0.172,0.161,1.885849881353816,0.93604654,2021-03-10,14.42,28.12,72.80285714285715,15389.0,0.409,0.491,3.9028351,1.200489,2021-03-10,14.42,28.12,72.80285714285715,15187.0,0.778,1.024,5.164231297614587,1.3161954,2021-03-10,14.42,28.12,72.80285714285715,15058.0,1.28,1.793,5.969776445610092,1.4007813,2021-03-10,14.42,28.12,72.80285714285715,14917.0,1.839,2.794,6.850256025977269,1.5193039,1.8885,2021-04-08,71.38,27.04,17.83,1.9625,2021-04-09,74.94,25.64,17.36,2.069,2021-04-10,61.94,30.17,17.08,2.142,2021-04-11,65.56,28.0,18.3,2.214,2021-04-12,66.5,28.23,18.01,2.286,2021-04-13,62.88,29.65,18.01,2.357,2021-04-14,71.06,27.84,17.92,2.428,2021-04-15,63.0,30.54,17.27,2.499,2021-04-16,66.56,27.72,16.83,2021-04-08,36.0,1.946121745521972,2390
73,PALMAR,2021-03-03,10.85,28.31,69.23285714285714,27540.0,0.0385,4.363636363636363,0.0,0.0,2021-03-10,11.62,27.35,71.09857142857143,27366.0,0.168,0.148,0.6318082788671024,0.88095236,2021-03-10,11.62,27.35,71.09857142857143,27277.0,0.39,0.459,0.9549746,1.176923,2021-03-10,11.62,27.35,71.09857142857143,27219.0,0.738,0.985,1.1655773420479305,1.3346883,2021-03-10,11.62,27.35,71.09857142857143,27156.0,1.238,1.74,1.3943355119825709,1.4054928,2021-03-10,11.62,27.35,71.09857142857143,27087.0,1.806,2.708,1.6448801742919392,1.4994463,1.877125,2021-04-08,72.44,26.35,16.94,1.957125,2021-04-09,75.0,24.7,16.35,2.037,2021-04-10,65.44,28.18,16.33,2.11,2021-04-11,65.69,27.48,17.19,2.182,2021-04-12,65.75,27.89,17.05,2.254,2021-04-13,64.31,28.48,16.8,2.325,2021-04-14,72.62,26.61,16.76,2.396,2021-04-15,64.69,28.51,15.97,2.467,2021-04-16,67.56,27.44,16.03,2021-04-09,37.0,1.9857951803580536,550
74,MARIANA,2021-03-05,11.8,28.47,70.19428571428571,17850.0,0.0385,4.266233766233766,0.009653795,174.0,2021-03-12,16.11,28.12,73.27714285714285,17632.0,0.16425,0.1417876588021778,1.2212885154061623,0.863243,2021-03-12,16.11,28.12,73.27714285714285,17505.0,0.417325,0.4512996286775207,1.9327731,1.0814105,2021-03-12,16.11,28.12,73.27714285714285,17292.0,0.80725,1.0189683090446449,3.1260504201680672,1.262271,2021-03-12,16.11,28.12,73.27714285714285,17160.0,1.275,1.7773893,3.865546218487395,1.3940308,2021-03-12,16.11,28.12,73.27714285714285,17033.0,1.87925,2.7605236893089886,4.577030812324931,1.4689497,2.0147500000000003,2021-04-11,65.56,28.0,18.3,2.12475,2021-04-12,66.5,28.23,18.01,2.2105,2021-04-13,62.88,29.65,18.01,2.2835,2021-04-14,71.06,27.84,17.92,2.3555,2021-04-15,63.0,30.54,17.27,2.4275,2021-04-16,66.56,27.72,16.83,2.4985,2021-04-17,66.62,30.47,17.9,2.5695,2021-04-18,62.25,29.37,17.23,2.6405000000000003,2021-04-19,57.44,29.47,17.25,2021-04-13,39.0,2.23728138146276,2300
75,BALCONES,2021-03-05,11.8,28.47,70.19428571428571,42483.0,0.04,4.45,0.010158671,436.0,2021-03-12,16.11,28.12,73.27714285714285,41866.0,0.178,0.159,1.4523456441400089,0.89325845,2021-03-12,16.11,28.12,73.27714285714285,41212.0,0.419,0.487,2.991785,1.1622912,2021-03-12,16.11,28.12,73.27714285714285,40689.0,0.791,1.019,4.222865616834969,1.2882427,2021-03-12,16.11,28.12,73.27714285714285,40313.0,1.295,1.791,5.107925523150437,1.3830116,2021-03-12,16.11,28.12,73.27714285714285,39928.0,1.864,2.794,6.014170374031965,1.498927,1.9447142857142856,2021-04-10,61.94,30.17,17.08,2.0212857142857144,2021-04-11,65.56,28.0,18.3,2.099142857142857,2021-04-12,66.5,28.23,18.01,2.173142857142857,2021-04-13,62.88,29.65,18.01,2.245142857142857,2021-04-14,71.06,27.84,17.92,2.317142857142857,2021-04-15,63.0,30.54,17.27,2.388142857142857,2021-04-16,66.56,27.72,16.83,2.459142857142857,2021-04-17,66.62,30.47,17.9,2.530142857142857,2021-04-18,62.25,29.37,17.23,2021-04-13,39.0,2.2878854302948146,2390
76,BALCONES,2021-03-06,11.8,28.47,69.84714285714287,23256.0,0.04,4.375,0.010467194,246.0,2021-03-13,16.11,28.12,73.37428571428572,22923.0,0.175,0.16,1.431888544891641,0.9142857,2021-03-13,16.11,28.12,73.37428571428572,22488.0,0.401,0.487,3.3023736,1.2144638,2021-03-13,16.11,28.12,73.37428571428572,22133.0,0.781,1.024,4.828861369109047,1.3111396,2021-03-13,16.11,28.12,73.37428571428572,21940.0,1.282,1.794,5.65875472996216,1.3993759,2021-03-13,16.11,28.12,73.37428571428572,21745.0,1.842,2.796,6.497248022015824,1.5179154,1.911,2021-04-11,65.56,28.0,18.3,1.994,2021-04-12,66.5,28.23,18.01,2.06875,2021-04-13,62.88,29.65,18.01,2.14175,2021-04-14,71.06,27.84,17.92,2.21375,2021-04-15,63.0,30.54,17.27,2.28575,2021-04-16,66.56,27.72,16.83,2.35675,2021-04-17,66.62,30.47,17.9,2.42775,2021-04-18,62.25,29.37,17.23,2.49875,2021-04-19,57.44,29.47,17.25,2021-04-12,37.0,2.074346783278626,2390
77,MARIANA,2021-03-09,11.8,28.47,71.11571428571428,52071.0,0.038,3.957631578947369,0.014217561,751.0,2021-03-16,15.61,25.73,73.25857142857144,51170.0,0.15039,0.1496970881375806,1.7303297420829251,0.99539256,2021-03-16,15.61,25.73,73.25857142857144,50706.0,0.3915099999999999,0.4697668914921311,2.6214209,1.1998848,2021-03-16,15.61,25.73,73.25857142857144,49895.0,0.777,1.0093195710993086,4.178909565785178,1.2989956,2021-03-16,15.61,25.73,73.25857142857144,49497.0,1.2471,1.7657635,4.943250561733018,1.4158957,2021-03-16,15.61,25.73,73.25857142857144,49173.0,1.8225666666666664,2.717751611656804,5.565477905167944,1.4911672,1.8164,2021-04-13,62.88,29.65,18.01,1.9031,2021-04-14,71.06,27.84,17.92,1.9762,2021-04-15,63.0,30.54,17.27,2.0492,2021-04-16,66.56,27.72,16.83,2.1212,2021-04-17,66.62,30.47,17.9,2.1932,2021-04-18,62.25,29.37,17.23,2.2642,2021-04-19,57.44,29.47,17.25,2.3352,2021-04-20,60.62,29.58,15.94,2.4062,2021-04-21,64.88,28.93,16.65,2021-04-14,36.0,1.9376442154523736,2300
78,VIVI TATIANA,2021-03-10,14.42,28.12,72.80285714285715,7650.0,0.04,4.225,0.005718742,44.0,2021-03-17,15.4,26.9,73.51857142857143,7552.0,0.169,0.14,1.2810457516339868,0.82840234,2021-03-17,15.4,26.9,73.51857142857143,7444.0,0.422,0.475,2.6928105,1.1255925,2021-03-17,15.4,26.9,73.51857142857143,7432.0,0.756,1.0,2.849673202614379,1.3227513,2021-03-17,15.4,26.9,73.51857142857143,7398.0,1.163,1.751,3.294117647058824,1.505589,2021-03-17,15.4,26.9,73.51857142857143,7389.0,1.678,2.739,3.4117647058823533,1.6323004,1.7416666666666665,2021-04-15,63.0,30.54,17.27,1.8876666666666668,2021-04-16,66.56,27.72,16.83,1.945,2021-04-17,66.62,30.47,17.9,2.018,2021-04-18,62.25,29.37,17.23,2.09,2021-04-19,57.44,29.47,17.25,2.1620000000000004,2021-04-20,60.62,29.58,15.94,2.233,2021-04-21,64.88,28.93,16.65,2.3040000000000003,2021-04-22,55.62,29.84,17.05,2.375,2021-04-23,59.12,28.95,18.37,2021-04-17,38.0,1.9460875069459893,980
79,TERRANOVA,2021-03-10,14.91,27.12,75.1857142857143,32844.0,0.038,4.052631578947368,0.010424826,346.0,2021-03-17,14.88,25.93,75.70571428571428,32407.0,0.154,0.1505999999999999,1.330532212885154,0.9779221,2021-03-17,14.88,25.93,75.70571428571428,32183.0,0.398,0.4748,2.0125442,1.1929648,2021-03-17,14.88,25.93,75.70571428571428,31996.0,0.744,1.01,2.5819023261478504,1.3575269,2021-03-17,14.88,25.93,75.70571428571428,31908.0,1.173,1.7738,2.849835586408477,1.5121909,2021-03-17,14.88,25.93,75.70571428571428,31826.0,1.805,2.755,3.09950066983315,1.5263158,1.8696666666666664,2021-04-15,68.69,28.74,16.31,1.9546666666666663,2021-04-16,71.38,26.75,16.05,2.0276666666666667,2021-04-17,72.62,28.7,16.62,2.1006666666666667,2021-04-18,70.69,27.25,16.07,2.1726666666666667,2021-04-19,67.25,27.03,16.21,2.244666666666667,2021-04-20,67.88,27.39,14.9,2.3156666666666665,2021-04-21,70.12,27.85,16.51,2.3866666666666667,2021-04-22,63.12,28.87,17.01,2.457666666666667,2021-04-23,67.12,27.76,18.17,2021-04-16,37.0,1.901923985600234,1670
80,TERRANOVA,2021-03-12,15.23,27.12,75.30285714285715,29886.0,0.038,4.2368421052631575,0.009314815,281.0,2021-03-19,14.88,26.33,75.71428571428571,29509.0,0.161,0.1505,1.2614602154855117,0.9347826,2021-03-19,14.88,26.33,75.71428571428571,29391.0,0.407,0.4723,1.6562939,1.1604422,2021-03-19,14.88,26.33,75.71428571428571,29261.0,0.763,1.006,2.09128019808606,1.3184797,2021-03-19,14.88,26.33,75.71428571428571,29193.0,1.2,1.7655,2.318811483637824,1.47125,2021-03-19,14.88,26.33,75.71428571428571,29122.0,1.817,2.753,2.5563809141404,1.5151348,1.90175,2021-04-17,72.62,28.7,16.62,1.98675,2021-04-18,70.69,27.25,16.07,2.07175,2021-04-19,67.25,27.03,16.21,2.14475,2021-04-20,67.88,27.39,14.9,2.21675,2021-04-21,70.12,27.85,16.51,2.28875,2021-04-22,63.12,28.87,17.01,2.35975,2021-04-23,67.12,27.76,18.17,2.43075,2021-04-24,64.94,29.94,15.71,2.50175,2021-04-25,66.62,30.01,18.3,2021-04-19,38.0,1.9710398913448268,1670
81,HERRADURA,2021-03-12,23.23,34.67,66.89285714285714,3315.0,0.04,4.475,0.0,0.0,2021-03-19,23.23,34.11,66.43857142857144,3228.0,0.179,0.161,2.6244343891402715,0.89944136,2021-03-19,23.23,34.11,66.43857142857144,3202.0,0.404,0.475,3.4087481,1.1757426,2021-03-19,23.23,34.11,66.43857142857144,3196.0,0.778,1.001,3.589743589743589,1.2866324,2021-03-19,23.23,34.11,66.43857142857144,3192.0,1.155,1.792,3.7104072398190047,1.5515151,2021-03-19,23.23,34.11,66.43857142857144,3185.0,1.703,2.776,3.92156862745098,1.6300646,1.733,2021-04-17,78.69,31.43,23.73,1.803,2021-04-18,78.5,30.23,23.44,1.873,2021-04-19,70.62,32.59,23.62,1.946,2021-04-20,68.12,32.9,23.73,2.018,2021-04-21,68.81,31.69,24.22,2.09,2021-04-22,60.75,36.33,23.02,2.161,2021-04-23,58.81,36.22,25.08,2.232,2021-04-24,59.25,36.83,24.65,2.303,2021-04-25,63.88,34.06,25.19,2021-04-19,38.0,1.9302265320683405,155
82,HERRADURA,2021-03-13,23.23,34.67,65.81285714285714,34476.0,0.041,4.2926829268292686,0.0,0.0,2021-03-20,23.23,34.32,67.12571428571428,34030.0,0.176,0.146,1.293653556096995,0.82954544,2021-03-20,23.23,34.32,67.12571428571428,33848.0,0.381,0.467,1.821557,1.2257218,2021-03-20,23.23,34.32,67.12571428571428,33761.0,0.721,0.99,2.0739064856711917,1.3730929,2021-03-20,23.23,34.32,67.12571428571428,33706.0,1.169,1.739,2.2334377537997447,1.4875963,2021-03-20,23.23,34.32,67.12571428571428,33647.0,1.744,2.706,2.404571295974011,1.5516055,1.8141666666666667,2021-04-18,78.5,30.23,23.44,1.8906666666666665,2021-04-19,70.62,32.59,23.62,1.9631666666666667,2021-04-20,68.12,32.9,23.73,2.0361666666666665,2021-04-21,68.81,31.69,24.22,2.108166666666667,2021-04-22,60.75,36.33,23.02,2.1801666666666666,2021-04-23,58.81,36.22,25.08,2.2511666666666668,2021-04-24,59.25,36.83,24.65,2.3221666666666665,2021-04-25,63.88,34.06,25.19,2.3931666666666667,2021-04-26,64.75,33.99,25.34,2021-04-19,37.0,1.908323284283724,155
83,LA CEIBA,2021-03-16,15.61,25.73,73.25857142857144,27030.0,0.039,4.6923076923076925,0.00734484,200.0,2021-03-23,14.45,27.62,73.90285714285713,26733.0,0.183,0.15,1.0987791342952271,0.8196721,2021-03-23,14.45,27.62,73.90285714285713,26616.0,0.424,0.471,1.5316315,1.110849,2021-03-23,14.45,27.62,73.90285714285713,26546.0,0.733,0.989,1.7906030336662968,1.3492496,2021-03-23,14.45,27.62,73.90285714285713,26470.0,1.23,1.721,2.071772105068442,1.399187,2021-03-23,14.45,27.62,73.90285714285713,9048.0,1.687,2.666,66.52608213096559,1.5803201,1.95825,2021-04-21,64.88,28.93,16.65,2.03225,2021-04-22,55.62,29.84,17.05,2.10525,2021-04-23,59.12,28.95,18.37,2.17825,2021-04-24,62.94,31.1,15.85,2.25025,2021-04-25,63.25,31.33,17.72,2.32225,2021-04-26,61.06,30.87,17.36,2.39325,2021-04-27,69.06,28.54,18.22,2.46425,2021-04-28,78.06,23.29,17.71,2.53525,2021-04-29,73.81,24.12,17.48,2021-04-20,36.0,1.817668690454284,1050
84,HERRADURA,2021-03-17,23.39,34.67,62.90142857142856,10200.0,0.038,3.684210526315789,0.0,0.0,2021-03-24,23.21,36.12,65.74142857142859,10083.0,0.14,0.127,1.1470588235294117,0.9071429,2021-03-24,23.21,36.12,65.74142857142859,10020.0,0.343,0.423,1.7647059,1.2332362,2021-03-24,23.21,36.12,65.74142857142859,9995.0,0.653,0.932,2.0098039215686274,1.4272588,2021-03-24,23.21,36.12,65.74142857142859,9961.0,1.07,1.662,2.3431372549019605,1.553271,2021-03-24,23.21,36.12,65.74142857142859,9895.0,1.598,2.607,2.9901960784313726,1.6314143,1.6755,2021-04-22,60.75,36.33,23.02,1.74,2021-04-23,58.81,36.22,25.08,1.8075,2021-04-24,59.25,36.83,24.65,1.8805,2021-04-25,63.88,34.06,25.19,1.9525,2021-04-26,64.75,33.99,25.34,2.0245,2021-04-27,66.88,32.59,24.33,2.0955000000000004,2021-04-28,71.94,29.77,23.83,2.1665,2021-04-29,61.94,32.59,23.08,2.2375,2021-04-30,58.5,32.61,24.01,2021-04-24,38.0,1.8942705068727423,155
85,ROBLE,2021-03-17,14.88,25.93,75.7057142857143,53040.0,0.037,4.4324324324324325,0.003026259,161.0,2021-03-24,13.38,27.31,73.87428571428572,52102.0,0.164,0.136,1.7684766214177978,0.8292683,2021-03-24,13.38,27.31,73.87428571428572,51766.0,0.404,0.46,2.4019608,1.1386138,2021-03-24,13.38,27.31,73.87428571428572,51520.0,0.75,1.001,2.865761689291101,1.3346666,2021-03-24,13.38,27.31,73.87428571428572,51290.0,1.232,1.762,3.299396681749623,1.4301949,2021-03-24,13.38,27.31,73.87428571428572,50986.0,1.82,2.767,3.872549019607843,1.5203297,1.889181818181818,2021-04-22,63.12,28.87,17.01,1.964090909090909,2021-04-23,67.12,27.76,18.17,2.037090909090909,2021-04-24,64.94,29.94,15.71,2.110090909090909,2021-04-25,66.62,30.01,18.3,2.1820909090909093,2021-04-26,63.44,30.05,17.52,2.2540909090909094,2021-04-27,71.94,25.98,17.69,2.325090909090909,2021-04-28,80.12,22.55,16.66,2.396090909090909,2021-04-29,76.75,24.06,16.43,2.467090909090909,2021-04-30,76.62,21.42,15.91,2021-04-26,40.0,2.088020478797526,1919
86,ROBLE,2021-03-19,14.88,26.33,75.71428571428571,44013.0,0.038,4.184210526315789,0.0026964562,119.0,2021-03-26,13.38,27.31,74.06142857142858,43173.0,0.159,0.147,1.908527026105923,0.9245283,2021-03-26,13.38,27.31,74.06142857142858,42812.0,0.416,0.471,2.7287393,1.1322116,2021-03-26,13.38,27.31,74.06142857142858,42540.0,0.788,1.01,3.346738463635744,1.2817259,2021-03-26,13.38,27.31,74.06142857142858,42321.0,1.26,1.786,3.84431872401336,1.4174603,2021-03-26,13.38,27.31,74.06142857142858,42044.0,1.87,2.796,4.473678231431622,1.4951872,1.9517777777777776,2021-04-24,64.94,29.94,15.71,2.026777777777778,2021-04-25,66.62,30.01,18.3,2.101777777777778,2021-04-26,63.44,30.05,17.52,2.1767777777777777,2021-04-27,71.94,25.98,17.69,2.251777777777777,2021-04-28,80.12,22.55,16.66,2.326777777777778,2021-04-29,76.75,24.06,16.43,2.401777777777778,2021-04-30,76.62,21.42,15.91,2.476777777777778,2021-05-01,71.94,25.3,15.39,2.5477777777777777,2021-05-02,75.38,24.3,16.33,2021-04-23,36.0,1.9864836636717984,1919
87,ESPERANZA,2021-03-20,14.86,27.62,74.12714285714286,7650.0,0.0416,4.302884615384615,0.0,0.0,2021-03-27,14.45,27.39,73.92714285714285,7439.0,0.179,0.153,2.758169934640523,0.8547486,2021-03-27,14.45,27.39,73.92714285714285,7376.0,0.404,0.485,3.5816994,1.200495,2021-03-27,14.45,27.39,73.92714285714285,7329.0,0.786,1.029,4.196078431372549,1.3091604,2021-03-27,14.45,27.39,73.92714285714285,7301.0,1.271,1.794,4.562091503267974,1.411487,2021-03-27,14.45,27.39,73.92714285714285,7274.0,1.799,2.78,4.915032679738562,1.545303,1.895,2021-04-25,63.25,31.33,17.72,1.98,2021-04-26,61.06,30.87,17.36,2.053,2021-04-27,69.06,28.54,18.22,2.126,2021-04-28,78.06,23.29,17.71,2.198,2021-04-29,73.81,24.12,17.48,2.27,2021-04-30,74.25,22.34,17.01,2.341,2021-05-01,70.12,24.26,16.62,2.412,2021-05-02,74.25,26.04,16.86,2.483,2021-05-03,72.38,24.98,16.27,2021-04-26,37.0,2.0214365372001533,1500
88,ROBLE,2021-03-20,14.88,26.33,75.94714285714285,13566.0,0.037,4.243243243243243,0.0003684327,5.0,2021-03-27,13.38,27.31,73.92714285714285,13427.0,0.157,0.143,1.0246203744655755,0.91082805,2021-03-27,13.38,27.31,73.92714285714285,13339.0,0.4,0.462,1.6733009,1.155,2021-03-27,13.38,27.31,73.92714285714285,13204.0,0.75,0.994,2.66843579537078,1.3253334,2021-03-27,13.38,27.31,73.92714285714285,13101.0,1.236,1.764,3.427686864219372,1.4271845,2021-03-27,13.38,27.31,73.92714285714285,12977.0,1.82,2.771,4.341736694677871,1.5225275,1.8636666666666668,2021-04-25,66.62,30.01,18.3,1.915333333333333,2021-04-26,63.44,30.05,17.52,1.9903333333333333,2021-04-27,71.94,25.98,17.69,2.065333333333333,2021-04-28,80.12,22.55,16.66,2.1403333333333334,2021-04-29,76.75,24.06,16.43,2.2153333333333336,2021-04-30,76.62,21.42,15.91,2.2903333333333333,2021-05-01,71.94,25.3,15.39,2.361333333333333,2021-05-02,75.38,24.3,16.33,2.432333333333333,2021-05-03,74.75,23.94,15.55,2021-04-26,37.0,1.9804478082623775,1919
89,VILLA FLORIDA,2021-03-20,14.86,27.62,74.12714285714286,13566.0,0.037,4.45945945945946,0.012951106,178.0,2021-03-27,14.45,27.39,73.92714285714285,13318.0,0.165,0.1457,1.8280996609169984,0.8830303,2021-03-27,14.45,27.39,73.92714285714285,13207.0,0.379,0.471,2.6463218,1.2427441,2021-03-27,14.45,27.39,73.92714285714285,13118.0,0.715,1.0047,3.302373581011352,1.4051749,2021-03-27,14.45,27.39,73.92714285714285,13047.0,1.153,1.773,3.825740822644847,1.5377277,2021-03-27,14.45,27.39,73.92714285714285,12978.0,1.719,2.763,4.3343653250774,1.6073298,1.739,2021-04-25,63.25,31.33,17.72,1.851,2021-04-26,61.06,30.87,17.36,1.936,2021-04-27,69.06,28.54,18.22,2.009,2021-04-28,78.06,23.29,17.71,2.081,2021-04-29,73.81,24.12,17.48,2.153,2021-04-30,74.25,22.34,17.01,2.224,2021-05-01,70.12,24.26,16.62,2.295,2021-05-02,74.25,26.04,16.86,2.366,2021-05-03,72.38,24.98,16.27,2021-04-27,38.0,2.0229773354337333,1300
90,TORCOROMA,2021-03-23,14.45,27.62,73.90285714285713,61761.0,0.04,4.4,0.020801295,1312.0,2021-03-30,15.3,30.23,72.23,60137.0,0.176,0.1543,2.629491102799501,0.8767046,2021-03-30,15.3,30.23,72.23,59510.0,0.411,0.478,3.6446948,1.163017,2021-03-30,15.3,30.23,72.23,59239.0,0.786,1.0105,4.0834831042243485,1.2856234,2021-03-30,15.3,30.23,72.23,59001.0,1.248,1.7752,4.468839558944966,1.4224359,2021-03-30,15.3,30.23,72.23,58794.0,1.809,2.757,4.804002525865838,1.5240464,1.8897142857142857,2021-04-28,78.06,23.29,17.71,1.9692857142857143,2021-04-29,73.81,24.12,17.48,2.051714285714286,2021-04-30,74.25,22.34,17.01,2.124714285714286,2021-05-01,70.12,24.26,16.62,2.1967142857142856,2021-05-02,74.25,26.04,16.86,2.2687142857142857,2021-05-03,72.38,24.98,16.27,2.339714285714286,2021-05-04,73.25,23.87,16.45,2.4107142857142856,2021-05-05,66.5,25.77,15.65,2.4817142857142858,2021-05-06,70.5,26.98,17.18,2021-04-30,38.0,2.021291569357116,900
91,BELLAVISTA,2021-03-24,14.45,27.62,73.63428571428572,3825.0,0.037,4.216216216216216,0.0,0.0,2021-03-31,15.3,30.23,71.43571428571428,3722.0,0.156,0.129,2.69281045751634,0.8269231,2021-03-31,15.3,30.23,71.43571428571428,3698.0,0.347,0.454,3.3202615,1.3083574,2021-03-31,15.3,30.23,71.43571428571428,3677.0,0.687,0.99,3.869281045751634,1.441048,2021-03-31,15.3,30.23,71.43571428571428,3668.0,1.084,1.679,4.104575163398693,1.548893,2021-03-31,15.3,30.23,71.43571428571428,3654.0,1.568,2.649,4.470588235294118,1.6894133,1.638,2021-04-29,73.81,24.12,17.48,1.874,2021-04-30,74.25,22.34,17.01,1.944,2021-05-01,70.12,24.26,16.62,2.014,2021-05-02,74.25,26.04,16.86,2.084,2021-05-03,72.38,24.98,16.27,2.156,2021-05-04,73.25,23.87,16.45,2.227,2021-05-05,66.5,25.77,15.65,2.298,2021-05-06,70.5,26.98,17.18,2.369,2021-05-07,67.38,25.5,16.19,2021-05-03,40.0,2.0569646569646567,1100
92,BELLAVISTA,2021-03-26,14.45,27.39,73.83857142857143,36516.0,0.039,3.8205128205128207,0.0,0.0,2021-04-02,15.3,30.23,68.45285714285716,36096.0,0.149,0.131,1.1501807426881363,0.8791946,2021-04-02,15.3,30.23,68.45285714285716,35939.0,0.37,0.439,1.5801293,1.1864865,2021-04-02,15.3,30.23,68.45285714285716,35810.0,0.67,0.949,1.933399057947201,1.416418,2021-04-02,15.3,30.23,68.45285714285716,35708.0,1.097,1.651,2.2127286668857487,1.5050137,2021-04-02,15.3,30.23,68.45285714285716,35598.0,1.683,2.617,2.5139664804469275,1.5549613,1.7487777777777778,2021-05-01,70.12,24.26,16.62,1.8187777777777776,2021-05-02,74.25,26.04,16.86,1.93,2021-05-03,72.38,24.98,16.27,2.0,2021-05-04,73.25,23.87,16.45,2.069055555555556,2021-05-05,66.5,25.77,15.65,2.1432777777777776,2021-05-06,70.5,26.98,17.18,2.2140000000000004,2021-05-07,67.38,25.5,16.19,2.285,2021-05-08,72.56,23.73,16.95,2.356,2021-05-09,59.75,30.62,17.33,2021-05-06,41.0,2.1903688407044117,1100
93,TESORO,2021-03-27,14.45,27.39,73.92714285714285,41769.0,0.036,4.444444444444445,0.0069186874,291.0,2021-04-03,15.3,30.23,66.30142857142857,40771.0,0.16,0.16,2.389331801096507,1.0,2021-04-03,15.3,30.23,66.30142857142857,40453.0,0.42,0.492,3.150662,1.1714286,2021-04-03,15.3,30.23,66.30142857142857,40252.0,0.788,1.029,3.6318801024683376,1.3058375,2021-04-03,15.3,30.23,66.30142857142857,40107.0,1.237,1.801,3.9790275084392728,1.4559418,2021-04-03,15.3,30.23,66.30142857142857,39975.0,1.84,2.79,4.295051353874883,1.5163044,1.8316666666666668,2021-05-02,74.25,26.04,16.86,1.9398333333333333,2021-05-03,72.38,24.98,16.27,2.0138333333333334,2021-05-04,73.25,23.87,16.45,2.0965000000000003,2021-05-05,66.5,25.77,15.65,2.169,2021-05-06,70.5,26.98,17.18,2.245833333333333,2021-05-07,67.38,25.5,16.19,2.3171666666666666,2021-05-08,72.56,23.73,16.95,2.3881666666666668,2021-05-09,59.75,30.62,17.33,2.4591666666666665,2021-05-10,58.25,31.01,16.61,2021-05-05,39.0,1.927197741791134,1100
94,ROBLE,2021-03-30,14.87,28.83,74.30285714285715,4233.0,0.038,3.657894736842105,0.009129213,39.0,2021-04-06,16.26,28.91,69.01,4175.0,0.139,0.1341317365269461,1.3701866288684148,0.96497655,2021-04-06,16.26,28.91,69.01,4134.0,0.372,0.4547653604257378,2.3387668,1.2224876,2021-04-06,16.26,28.91,69.01,4100.0,0.723,1.0190243902439,3.1419796834396405,1.409439,2021-04-06,16.26,28.91,69.01,4063.0,1.219125,1.8360816,4.016064257028113,1.5060651,2021-04-06,16.26,28.91,69.01,4025.0,1.845,2.8472049689440992,4.913772738010867,1.5432005,1.869,2021-05-05,65.88,25.8,13.26,1.941,2021-05-06,70.5,26.15,15.94,2.0125,2021-05-07,72.25,22.97,14.69,2.089,2021-05-08,72.19,21.69,15.75,2.161,2021-05-09,63.44,28.38,16.06,2.233,2021-05-10,60.38,28.65,15.13,2.304,2021-05-11,60.0,28.85,15.37,2.375,2021-05-12,58.25,28.57,15.9,2.446,2021-05-13,55.69,31.75,15.69,2021-05-06,37.0,1.975736568457539,1919
