,GRANJA,FECHA RECEPCION,t2m_min_weekFR,t2m_max_weekFR,rh2m_mean_WFR,N°INICIAL,PESO  M,GANA M,% DESCARTE SEM 1,DESCARTE SEM 1,FECHA SEM 1,t2m_min_weekF1,t2m_max_weekF1,rh2m_mean_WF1,SALDO AVES SEM 1,PESO M SEM 1,CONS  SEM 1,MORT SEM 1,CONV SEM 1,FECHA SEM 2,t2m_min_weekF2,t2m_max_weekF2,rh2m_mean_WF2,SALDO AVES SEM 2,PESO M SEM 2,CONS  SEM 2,MORT SEM 2,CONV SEM 2,FECHA SEM 3,t2m_min_weekF3,t2m_max_weekF3,rh2m_mean_WF3,SALDO AVES SEM 3,PESO M SEM 3,CONS  SEM 3,MORT SEM 3,CONV SEM 3,FECHA SEM 4,t2m_min_weekF4,t2m_max_weekF4,rh2m_mean_WF4,SALDO AVES SEM 4,PESO M SEM 4,CONS  SEM 4,MORT SEM 4,CONV SEM 4,FECHA SEM 5,t2m_min_weekF5,t2m_max_weekF5,rh2m_mean_WF5,SALDO AVES SEM 5,PESO M SEM 5,CONS  SEM 5,MORT SEM 5,CONV SEM 5,36PESO,36DATE,rh2m_36,t2m_max_36,t2m_min_36,37PESO,37DATE,rh2m_37,t2m_max_37,t2m_min_37,38PESO,38DATE,rh2m_38,t2m_max_38,t2m_min_38,39PESO,39DATE,rh2m_39,t2m_max_39,t2m_min_39,40PESO,40DATE,rh2m_40,t2m_max_40,t2m_min_40,41PESO,41DATE,rh2m_41,t2m_max_41,t2m_min_41,42PESO,42DATE,rh2m_42,t2m_max_42,t2m_min_42,43PESO,43DATE,rh2m_43,t2m_max_43,t2m_min_43,44PESO,44DATE,rh2m_44,t2m_max_44,t2m_min_44,FECHA_FAENA,EDAD,PESO REAL,m.s.n.m
0,TORCOROMA,2020-11-27,15.94,28.07,80.17857142857143,39267.0,0.038,4.131578947368421,0.015864661,633.0,2020-12-04,14.44,28.88,76.50142857142858,38779.0,0.157,0.1423,1.2427738304428655,0.90636945,2020-12-04,14.44,28.88,76.50142857142858,38261.0,0.383,0.4626,2.5619476,1.2078329,2020-12-04,14.44,28.88,76.50142857142858,37773.0,0.652,0.9779,3.804721521888609,1.4998466,2020-12-04,14.44,28.88,76.50142857142858,37689.0,1.15,1.7209,4.018641607456643,1.4964348,2020-12-04,14.44,28.88,76.50142857142858,37596.0,1.757,2.699,4.2554817021926805,1.5361412,1.874,2021-01-02,80.5,26.1,16.08,1.948,2021-01-03,79.62,26.18,15.49,2.021,2021-01-04,82.0,25.19,15.33,2.0940000000000003,2021-01-05,71.62,25.7,11.9,2.166,2021-01-06,72.88,24.26,14.95,2.238,2021-01-07,82.56,23.94,16.52,2.309,2021-01-08,80.56,25.03,15.66,2.38,2021-01-09,77.25,26.15,15.83,2.451,2021-01-10,78.0,26.36,15.28,2021-01-02,36.0,1.906136947349668,900
1,PORVENIR,2020-11-28,15.94,28.07,79.40142857142858,8160.0,0.037,4.378378378378378,0.025904262,217.0,2020-12-05,14.44,28.88,76.13571428571427,7905.0,0.162,0.149,3.125,0.9197531,2020-12-05,14.44,28.88,76.13571428571427,7820.0,0.351,0.462,4.1666665,1.3162394,2020-12-05,14.44,28.88,76.13571428571427,7785.0,0.588,0.9,4.595588235294118,1.5306122,2020-12-05,14.44,28.88,76.13571428571427,7744.0,1.034,1.663,5.098039215686274,1.6083173,2020-12-05,14.44,28.88,76.13571428571427,7741.0,1.609,2.654,5.134803921568627,1.6494718,1.6323333333333334,2021-01-03,79.62,26.18,15.49,1.6703333333333334,2021-01-04,82.0,25.19,15.33,1.7619999999999998,2021-01-05,71.62,25.7,11.9,1.831,2021-01-06,72.88,24.26,14.95,1.903,2021-01-07,82.56,23.94,16.52,1.975,2021-01-08,80.56,25.03,15.66,2.046,2021-01-09,77.25,26.15,15.83,2.117,2021-01-10,78.0,26.36,15.28,2.188,2021-01-11,74.38,27.24,15.53,2021-01-06,39.0,1.788702928870293,980
2,BELLAVISTA,2020-12-01,15.94,28.07,77.62571428571428,43860.0,0.042,3.761904761904762,0.0022520986,99.0,2020-12-08,14.44,28.88,76.52857142857142,43097.0,0.158,0.135,1.739626082991336,0.8544304,2020-12-08,14.44,28.88,76.52857142857142,42865.0,0.388,0.449,2.2685819,1.1572165,2020-12-08,14.44,28.88,76.52857142857142,42706.0,0.679,0.943,2.6310989512083904,1.388807,2020-12-08,14.44,28.88,76.52857142857142,42614.0,1.107,1.67,2.8408572731418147,1.5085818,2020-12-08,14.44,28.88,76.52857142857142,42513.0,1.648,2.646,3.0711354309165526,1.6055825,1.7246666666666668,2021-01-06,72.88,24.26,14.95,1.8192222222222223,2021-01-07,82.56,23.94,16.52,1.8914444444444445,2021-01-08,80.56,25.03,15.66,1.9644444444444444,2021-01-09,77.25,26.15,15.83,2.0364444444444443,2021-01-10,78.0,26.36,15.28,2.1084444444444443,2021-01-11,74.38,27.24,15.53,2.179444444444444,2021-01-12,70.94,27.79,14.33,2.250444444444444,2021-01-13,64.62,28.83,13.94,2.3214444444444444,2021-01-14,67.81,28.66,16.58,2021-01-07,37.0,1.8706162991441904,1100
3,ROBLE,2020-12-05,14.05,28.1,76.34,40290.0,0.0379,3.469656992084433,0.017556693,720.0,2020-12-12,14.82,28.09,74.99142857142859,39385.0,0.1315,0.1162879268757141,2.246214941672872,0.8843188,2020-12-12,14.82,28.09,74.99142857142859,38946.0,0.338,0.4323935705849124,3.3358154,1.2792709,2020-12-12,14.82,28.09,74.99142857142859,38485.0,0.5956,0.9026893594907108,4.480019856043684,1.5155966,2020-12-12,14.82,28.09,74.99142857142859,38216.0,1.0373,1.6218337,5.147679324894515,1.5635147,2020-12-12,14.82,28.09,74.99142857142859,37971.0,1.6383,2.617787258697427,5.755770662695458,1.5978681,1.6922,2021-01-10,79.06,24.87,13.76,1.7662,2021-01-11,76.75,25.96,14.48,1.8462,2021-01-12,72.62,26.49,13.82,1.918,2021-01-13,68.88,27.3,12.9,1.99,2021-01-14,70.75,27.37,14.37,2.0620000000000003,2021-01-15,72.44,27.01,15.29,2.133,2021-01-16,74.56,25.9,14.55,2.204,2021-01-17,70.5,27.59,13.15,2.275,2021-01-18,67.5,28.13,14.39,2021-01-13,39.0,1.9158732572689816,1919
4,ROBLE,2020-12-08,14.05,28.1,76.80428571428571,60996.0,0.038900003,3.542049210429673,0.01232249,761.0,2020-12-15,12.57,28.44,70.92714285714285,60074.0,0.1377857142857143,0.1155241868362353,1.5115745294773428,0.8384337,2020-12-15,12.57,28.44,70.92714285714285,59727.0,0.3576428571428571,0.4339745843588327,2.0804644,1.21343,2020-12-15,12.57,28.44,70.92714285714285,59187.0,0.643,0.9157416324530724,2.96576824709817,1.4241705,2020-12-15,12.57,28.44,70.92714285714285,58900.0,1.088642857142857,1.6556876,3.436290904321595,1.5208731,2020-12-15,12.57,28.44,70.92714285714285,58540.0,1.684,2.6296549367953537,4.026493540560037,1.5615528,1.7577142857142858,2021-01-13,68.88,27.3,12.9,1.8262857142857143,2021-01-14,70.75,27.37,14.37,1.8951428571428568,2021-01-15,72.44,27.01,15.29,1.9681428571428567,2021-01-16,74.56,25.9,14.55,2.040142857142857,2021-01-17,70.5,27.59,13.15,2.112142857142857,2021-01-18,67.5,28.13,14.39,2.1831428571428573,2021-01-19,66.0,27.69,12.02,2.254142857142857,2021-01-20,63.06,28.65,10.51,2.325142857142857,2021-01-21,70.56,27.19,14.61,2021-01-14,37.0,1.8193549171844032,1919
5,GRANADA,2020-12-09,14.44,28.88,75.48428571428572,20604.0,0.039,3.9743589743589753,0.008803579,183.0,2020-12-16,13.51,29.16,70.83,20359.0,0.155,0.146,1.1890894971850126,0.9419355,2020-12-16,13.51,29.16,70.83,20128.0,0.388,0.47,2.310231,1.2113402,2020-12-16,13.51,29.16,70.83,19986.0,0.752,1.006,2.999417588817705,1.3377659,2020-12-16,13.51,29.16,70.83,19896.0,1.219,1.775,3.43622597553873,1.4561116,2020-12-16,13.51,29.16,70.83,19797.0,1.728,2.772,3.9167152009318578,1.6041666,1.8213333333333328,2021-01-14,67.81,28.66,16.58,1.903333333333333,2021-01-15,71.94,27.49,16.13,1.9763333333333333,2021-01-16,69.31,26.86,13.51,2.049333333333333,2021-01-17,70.88,28.26,12.29,2.1213333333333337,2021-01-18,64.5,29.24,13.58,2.1933333333333334,2021-01-19,63.5,28.37,11.9,2.264333333333333,2021-01-20,62.06,29.61,11.43,2.3353333333333333,2021-01-21,69.62,28.29,16.56,2.406333333333333,2021-01-22,71.75,26.11,17.62,2021-01-15,37.0,1.9762574004635085,900
6,GRANADA,2020-12-11,15.56,28.7,75.32285714285715,40086.0,0.041,3.8536585365853657,0.0071333037,288.0,2020-12-18,13.51,29.16,69.99,39682.0,0.158,0.148,1.007833158708776,0.93670887,2020-12-18,13.51,29.16,69.99,39328.0,0.385,0.473,1.8909345,1.2285714,2020-12-18,13.51,29.16,69.99,39117.0,0.739,1.006,2.417302798982188,1.361299,2020-12-18,13.51,29.16,69.99,38991.0,1.175,1.768,2.7316270019458164,1.5046809,2020-12-18,13.51,29.16,69.99,38857.0,1.724,2.747,3.065908297161104,1.5933875,1.7865,2021-01-16,69.31,26.86,13.51,1.865,2021-01-17,70.88,28.26,12.29,1.94325,2021-01-18,64.5,29.24,13.58,2.01625,2021-01-19,63.5,28.37,11.9,2.08825,2021-01-20,62.06,29.61,11.43,2.16025,2021-01-21,69.62,28.29,16.56,2.23125,2021-01-22,71.75,26.11,17.62,2.30225,2021-01-23,73.06,28.69,17.6,2.37325,2021-01-24,73.19,28.04,16.08,2021-01-18,38.0,2.060040517364456,900
7,VILLA GLORIA,2020-12-12,15.56,28.7,74.74142857142859,14790.0,0.039,4.512820512820513,0.017406324,262.0,2020-12-19,13.51,29.16,70.41857142857143,14461.0,0.176,0.1520999999999999,2.2244759972954697,0.8642045,2020-12-19,13.51,29.16,70.41857142857143,14316.0,0.397,0.475,3.204868,1.1964736,2020-12-19,13.51,29.16,70.41857142857143,14236.0,0.758,1.0087000000000002,3.745774171737661,1.3307388,2020-12-19,13.51,29.16,70.41857142857143,14188.0,1.262,1.773,4.070317782285328,1.4049128,2020-12-19,13.51,29.16,70.41857142857143,14151.0,1.809,2.7546,4.320486815415822,1.5227197,1.87925,2021-01-17,70.88,28.26,12.29,1.98925,2021-01-18,64.5,29.24,13.58,2.06575,2021-01-19,63.5,28.37,11.9,2.13875,2021-01-20,62.06,29.61,11.43,2.21075,2021-01-21,69.62,28.29,16.56,2.28275,2021-01-22,71.75,26.11,17.62,2.35375,2021-01-23,73.06,28.69,17.6,2.42475,2021-01-24,73.19,28.04,16.08,2.49575,2021-01-25,69.69,28.37,16.7,2021-01-18,37.0,2.04553177607981,1750
8,VILLA GLORIA,2020-12-15,13.51,29.16,70.18714285714286,9486.0,0.038,4.657894736842105,0.014850971,143.0,2020-12-22,14.56,28.64,73.58857142857143,9314.0,0.177,0.1482,1.8131983976386252,0.83728814,2020-12-22,14.56,28.64,73.58857142857143,9245.0,0.4,0.4738,2.5405862,1.1845,2020-12-22,14.56,28.64,73.58857142857143,9176.0,0.762,1.007,3.2679738562091507,1.3215224,2020-12-22,14.56,28.64,73.58857142857143,9155.0,1.249,1.7695,3.489352730339448,1.4167334,2020-12-22,14.56,28.64,73.58857142857143,9128.0,1.824,2.693,3.7739827113641153,1.4764254,1.901333333333333,2021-01-20,62.06,29.61,11.43,1.9753333333333327,2021-01-21,69.62,28.29,16.56,2.0483333333333333,2021-01-22,71.75,26.11,17.62,2.1213333333333333,2021-01-23,73.06,28.69,17.6,2.1933333333333334,2021-01-24,73.19,28.04,16.08,2.2653333333333334,2021-01-25,69.69,28.37,16.7,2.3363333333333336,2021-01-26,70.5,28.02,14.97,2.4073333333333333,2021-01-27,66.56,28.99,15.65,2.478333333333333,2021-01-28,63.12,29.1,14.92,2021-01-20,36.0,1.9075543290789927,1750
9,VILLA ESTHER,2020-12-15,13.51,29.16,70.18714285714286,45594.0,0.041,4.170731707317073,0.013693296,633.0,2020-12-22,14.56,28.64,73.58857142857143,44786.0,0.171,0.151,1.7721630039040224,0.88304096,2020-12-22,14.56,28.64,73.58857142857143,44476.0,0.421,0.475,2.452077,1.128266,2020-12-22,14.56,28.64,73.58857142857143,44233.0,0.792,1.008,2.9850418914769485,1.2727273,2020-12-22,14.56,28.64,73.58857142857143,44086.0,1.25,1.776,3.307452735008992,1.4208,2020-12-22,14.56,28.64,73.58857142857143,43985.0,1.811,2.81,3.5289731104969952,1.551629,1.865375,2021-01-20,62.06,29.61,11.43,1.927375,2021-01-21,69.62,28.29,16.56,2.000375,2021-01-22,71.75,26.11,17.62,2.073375,2021-01-23,73.06,28.69,17.6,2.145375,2021-01-24,73.19,28.04,16.08,2.217375,2021-01-25,69.69,28.37,16.7,2.288375,2021-01-26,70.5,28.02,14.97,2.359375,2021-01-27,66.56,28.99,15.65,2.430375,2021-01-28,63.12,29.1,14.92,2021-01-21,37.0,1.9048010828461697,940
10,SAN PABLO,2020-12-15,13.51,29.16,70.18714285714286,9180.0,0.039,4.435897435897436,0.017235842,161.0,2020-12-22,14.56,28.64,73.58857142857143,8973.0,0.173,0.1515999999999999,2.2549019607843137,0.8763006,2020-12-22,14.56,28.64,73.58857142857143,8875.0,0.393,0.4755,3.3224401,1.2099236,2020-12-22,14.56,28.64,73.58857142857143,8830.0,0.739,1.0079,3.812636165577342,1.3638701,2020-12-22,14.56,28.64,73.58857142857143,8814.0,1.2,1.7722,3.986928104575163,1.4768333,2020-12-22,14.56,28.64,73.58857142857143,8790.0,1.744,2.746,4.248366013071895,1.5745413,1.824,2021-01-20,62.06,29.61,11.43,1.898,2021-01-21,69.62,28.29,16.56,1.971,2021-01-22,71.75,26.11,17.62,2.044,2021-01-23,73.06,28.69,17.6,2.116,2021-01-24,73.19,28.04,16.08,2.188,2021-01-25,69.69,28.37,16.7,2.259,2021-01-26,70.5,28.02,14.97,2.33,2021-01-27,66.56,28.99,15.65,2.401,2021-01-28,63.12,29.1,14.92,2021-01-20,36.0,1.8737592763948976,1700
11,SAN JOAQUIN,2020-12-16,13.51,29.16,70.83,36312.0,0.039,4.256410256410256,8.2610495e-05,3.0,2020-12-23,14.56,28.64,74.33,35941.0,0.166,0.137,1.0217008151575235,0.82530123,2020-12-23,14.56,28.64,74.33,35754.0,0.392,0.45,1.5366821,1.1479592,2020-12-23,14.56,28.64,74.33,35547.0,0.656,0.955,2.106741573033708,1.4557927,2020-12-23,14.56,28.64,74.33,35382.0,1.088,1.681,2.5611368142762725,1.5450368,2020-12-23,14.56,28.64,74.33,35185.0,1.643,2.643,3.103657193214364,1.6086427,1.70425,2021-01-21,69.62,28.29,16.56,1.8201666666666665,2021-01-22,71.75,26.11,17.62,1.8921666666666663,2021-01-23,73.06,28.69,17.6,1.96575,2021-01-24,73.19,28.04,16.08,2.036583333333333,2021-01-25,69.69,28.37,16.7,2.1085833333333333,2021-01-26,70.5,28.02,14.97,2.179583333333333,2021-01-27,66.56,28.99,15.65,2.250583333333333,2021-01-28,63.12,29.1,14.92,2.3215833333333333,2021-01-29,60.25,28.55,14.35,2021-01-23,38.0,1.891887376490912,1000
12,VILLA ESTHER,2020-12-16,13.51,29.16,70.83,11934.0,0.0378,4.814814814814815,0.004670559,56.0,2020-12-23,14.56,28.64,74.33,11853.0,0.182,0.149,0.6787330316742082,0.8186813,2020-12-23,14.56,28.64,74.33,11781.0,0.42,0.475,1.2820513,1.1309524,2020-12-23,14.56,28.64,74.33,11743.0,0.768,1.008,1.600469247528071,1.3125,2020-12-23,14.56,28.64,74.33,11713.0,1.258,1.765,1.851851851851852,1.4030206,2020-12-23,14.56,28.64,74.33,11685.0,1.832,2.81,2.0864756158873803,1.5338428,1.8425,2021-01-21,69.62,28.29,16.56,1.8825,2021-01-22,71.75,26.11,17.62,1.9555,2021-01-23,73.06,28.69,17.6,2.0285,2021-01-24,73.19,28.04,16.08,2.1005000000000003,2021-01-25,69.69,28.37,16.7,2.1725,2021-01-26,70.5,28.02,14.97,2.2435,2021-01-27,66.56,28.99,15.65,2.3145,2021-01-28,63.12,29.1,14.92,2.3855,2021-01-29,60.25,28.55,14.35,2021-01-20,35.0,1.8232374066717665,940
13,SAN JOAQUIN,2020-12-18,13.51,29.16,69.99,37995.0,0.041,4.146341463414634,0.00010526593,4.0,2020-12-25,14.56,28.64,75.5442857142857,37730.0,0.17,0.15,0.6974601921305436,0.88235295,2020-12-25,14.56,28.64,75.5442857142857,37559.0,0.406,0.479,1.1475195,1.179803,2020-12-25,14.56,28.64,75.5442857142857,37394.0,0.679,0.96,1.5817870772470062,1.4138439,2020-12-25,14.56,28.64,75.5442857142857,37275.0,1.09,1.682,1.89498618239242,1.5431193,2020-12-25,14.56,28.64,75.5442857142857,37175.0,1.637,2.666,2.158178707724701,1.6285889,1.7226666666666666,2021-01-23,73.06,28.69,17.6,1.7976666666666663,2021-01-24,73.19,28.04,16.08,1.9136666666666664,2021-01-25,69.69,28.37,16.7,1.9942222222222223,2021-01-26,70.5,28.02,14.97,2.066222222222222,2021-01-27,66.56,28.99,15.65,2.1382222222222222,2021-01-28,63.12,29.1,14.92,2.209222222222222,2021-01-29,60.25,28.55,14.35,2.280222222222222,2021-01-30,63.0,28.52,16.58,2.3512222222222223,2021-01-31,70.5,28.73,14.85,2021-01-26,39.0,2.0496521942212405,1000
14,ROBLE,2020-12-19,12.57,28.44,72.10428571428572,38352.0,0.038,3.736842105263158,0.015807843,616.0,2020-12-26,15.01,27.81,79.41142857142857,37585.0,0.142,0.119,1.999895702962036,0.8380282,2020-12-26,15.01,27.81,79.41142857142857,37287.0,0.382,0.429,2.7769086,1.1230366,2020-12-26,15.01,27.81,79.41142857142857,36963.0,0.755,0.959,3.6217146433041294,1.2701987,2020-12-26,15.01,27.81,79.41142857142857,36516.0,1.184,1.725,4.787234042553192,1.4569256,2020-12-26,15.01,27.81,79.41142857142857,36203.0,1.68,2.694,5.603358364622444,1.6035714,1.75675,2021-01-24,74.12,27.21,15.14,1.85025,2021-01-25,71.94,27.85,15.88,1.92675,2021-01-26,71.12,27.55,12.94,1.99675,2021-01-27,69.31,28.12,14.85,2.06875,2021-01-28,67.75,27.94,15.85,2.14075,2021-01-29,68.56,27.48,15.81,2.21175,2021-01-30,64.12,28.69,14.37,2.28275,2021-01-31,70.06,28.21,14.11,2.35375,2021-02-01,72.75,28.22,14.58,2021-01-25,37.0,1.846346907107079,1919
15,SAN JOAQUIN,2020-12-19,13.51,29.16,70.41857142857143,4080.0,0.038,4.157894736842105,0.00073475385,3.0,2020-12-26,14.56,28.64,77.67,4048.0,0.158,0.128,0.7843137254901961,0.8101266,2020-12-26,14.56,28.64,77.67,3995.0,0.37,0.435,2.0833333,1.1756756,2020-12-26,14.56,28.64,77.67,3963.0,0.702,0.929,2.867647058823529,1.3233619,2020-12-26,14.56,28.64,77.67,3944.0,1.091,1.689,3.333333333333333,1.548121,2020-12-26,14.56,28.64,77.67,3922.0,1.617,2.698,3.872549019607843,1.668522,1.691,2021-01-24,73.19,28.04,16.08,1.808,2021-01-25,69.69,28.37,16.7,1.898,2021-01-26,70.5,28.02,14.97,1.971,2021-01-27,66.56,28.99,15.65,2.043,2021-01-28,63.12,29.1,14.92,2.115,2021-01-29,60.25,28.55,14.35,2.186,2021-01-30,63.0,28.52,16.58,2.257,2021-01-31,70.5,28.73,14.85,2.328,2021-02-01,67.5,29.7,16.05,2021-01-26,38.0,1.978442280945758,1000
16,ROBLE,2020-12-21,15.92,27.81,75.26571428571428,40494.0,0.038,4.078947368421052,0.053834293,2304.0,2020-12-28,14.39,26.42,82.03714285714285,37718.0,0.155,0.129,6.855336593075517,0.83225805,2020-12-28,14.39,26.42,82.03714285714285,37044.0,0.404,0.468,8.519781,1.1584158,2020-12-28,14.39,26.42,82.03714285714285,36558.0,0.718,0.979,9.719958512372203,1.3635098,2020-12-28,14.39,26.42,82.03714285714285,36199.0,1.097,1.668,10.606509606361437,1.5205104,2020-12-28,14.39,26.42,82.03714285714285,36037.0,1.712,2.668,11.006568874401149,1.5584112,1.7687777777777778,2021-01-26,71.12,27.55,12.94,1.857444444444444,2021-01-27,69.31,28.12,14.85,1.9298888888888888,2021-01-28,67.75,27.94,15.85,2.0028888888888887,2021-01-29,68.56,27.48,15.81,2.074888888888889,2021-01-30,64.12,28.69,14.37,2.146888888888889,2021-01-31,70.06,28.21,14.11,2.217888888888889,2021-02-01,72.75,28.22,14.58,2.288888888888889,2021-02-02,69.06,28.15,15.74,2.359888888888889,2021-02-03,65.88,29.03,15.9,2021-01-28,38.0,1.9414345201389611,1919
17,LUCIERNAGA,2020-12-22,14.56,28.64,73.58857142857143,18360.0,0.038,4.342105263157895,0.008103727,150.0,2020-12-29,15.14,27.44,80.15142857142857,18159.0,0.165,0.142,1.0947712418300652,0.8606061,2020-12-29,15.14,27.44,80.15142857142857,18040.0,0.407,0.469,1.7429194,1.1523341,2020-12-29,15.14,27.44,80.15142857142857,17993.0,0.73,0.987,1.998910675381264,1.3520548,2020-12-29,15.14,27.44,80.15142857142857,17956.0,1.186,1.75,2.2004357298474946,1.475548,2020-12-29,15.14,27.44,80.15142857142857,17956.0,1.695,2.714,2.2004357298474946,1.60118,1.766,2021-01-27,66.56,28.99,15.65,1.8363333333333327,2021-01-28,63.12,29.1,14.92,1.923,2021-01-29,60.25,28.55,14.35,1.987,2021-01-30,63.0,28.52,16.58,2.059,2021-01-31,70.5,28.73,14.85,2.131,2021-02-01,67.5,29.7,16.05,2.202,2021-02-02,63.38,28.52,16.26,2.273,2021-02-03,64.25,29.73,16.0,2.344,2021-02-04,62.31,30.99,16.52,2021-01-28,37.0,1.8729851991243027,1150
18,SAN CARLOS,2020-12-23,9.8,19.94,84.91,11220.0,0.039,4.538461538461538,0.019830523,227.0,2020-12-30,9.2,20.68,85.44714285714285,10973.0,0.177,0.1513,2.201426024955437,0.85480225,2020-12-30,9.2,20.68,85.44714285714285,10944.0,0.413,0.4733,2.459893,1.1460048,2020-12-30,9.2,20.68,85.44714285714285,10916.0,0.743,1.0169,2.7094474153297683,1.3686407,2020-12-30,9.2,20.68,85.44714285714285,10873.0,1.233,1.7934,3.092691622103387,1.4545013,2020-12-30,9.2,20.68,85.44714285714285,10849.0,1.818,2.769,3.306595365418895,1.5231023,1.9025,2021-01-28,77.62,20.58,7.93,1.9895,2021-01-29,78.06,19.97,7.58,2.0625,2021-01-30,83.31,18.87,8.14,2.1355,2021-01-31,84.94,19.84,10.05,2.2075,2021-02-01,85.44,19.42,10.12,2.2795,2021-02-02,77.81,21.06,9.0,2.3505000000000003,2021-02-03,79.81,20.37,9.43,2.4215,2021-02-04,78.44,21.39,9.74,2.4925,2021-02-05,83.38,19.62,12.67,2021-01-29,37.0,2.04087390796323,900
19,MONTIENGO,2020-12-24,14.56,28.64,75.22285714285714,60588.0,0.038799997,4.315578465063002,0.020451717,1265.0,2020-12-31,15.14,27.04,82.59714285714287,58957.0,0.1674444444444444,0.1553674712078294,2.691952201756123,0.92787474,2020-12-31,15.14,27.04,82.59714285714287,58426.0,0.4186666666666667,0.4806079485160716,3.5683634,1.147949,2020-12-31,15.14,27.04,82.59714285714287,58064.0,0.8331111111111111,1.0154312482777623,4.165841420743382,1.2188425,2020-12-31,15.14,27.04,82.59714285714287,57848.0,1.2835555555555556,1.7784538,4.522347659602562,1.3855683,2020-12-31,15.14,27.04,82.59714285714287,57680.0,1.8609444444444443,2.749653259361997,4.799630289826369,1.4775579,1.9371111111111112,2021-01-29,60.25,28.55,14.35,2.025111111111111,2021-01-30,63.0,28.52,16.58,2.104555555555556,2021-01-31,70.5,28.73,14.85,2.185111111111111,2021-02-01,67.5,29.7,16.05,2.2687222222222223,2021-02-02,63.38,28.52,16.26,2.3407222222222224,2021-02-03,64.25,29.73,16.0,2.411722222222222,2021-02-04,62.31,30.99,16.52,2.4827222222222223,2021-02-05,75.88,25.15,18.01,2.553722222222222,2021-02-06,74.31,27.57,17.42,2021-01-29,37.0,1.9926286959939872,800
20,PROGRESOS,2020-12-28,15.8,27.44,79.91857142857144,13311.0,0.037,4.135135135135135,0.012683578,171.0,2021-01-04,15.05,26.18,82.15142857142857,13087.0,0.153,0.143,1.682818721358275,0.9346405,2021-01-04,15.05,26.18,82.15142857142857,12897.0,0.378,0.445,3.1102097,1.1772487,2021-01-04,15.05,26.18,82.15142857142857,12643.0,0.67,1.031,5.018405829764856,1.538806,2021-01-04,15.05,26.18,82.15142857142857,12643.0,1.154,1.827,5.018405829764856,1.5831889,2021-01-04,15.05,26.18,82.15142857142857,12522.0,1.771,2.838,5.927428442641424,1.6024845,1.732875,2021-02-02,63.38,28.52,16.26,1.822375,2021-02-03,64.25,29.73,16.0,1.88925,2021-02-04,62.31,30.99,16.52,1.954875,2021-02-05,75.88,25.15,18.01,2.026875,2021-02-06,74.31,27.57,17.42,2.098875,2021-02-07,70.38,28.7,16.8,2.169875,2021-02-08,67.94,28.55,16.35,2.240875,2021-02-09,71.44,27.74,16.83,2.322,2021-02-10,78.81,25.95,17.7,2021-02-04,38.0,2.01803676725633,750
21,MIRADOR,2020-12-28,15.8,27.44,79.91857142857143,24480.0,0.037,4.675675675675675,0.0025262814,62.0,2021-01-04,15.05,26.18,82.15142857142858,24266.0,0.173,0.158,0.8741830065359477,0.9132948,2021-01-04,15.05,26.18,82.15142857142858,24153.0,0.395,0.492,1.3357843,1.2455696,2021-01-04,15.05,26.18,82.15142857142858,24039.0,0.735,1.034,1.801470588235294,1.4068028,2021-01-04,15.05,26.18,82.15142857142858,23931.0,1.2,1.84,2.242647058823529,1.5333333,2021-01-04,15.05,26.18,82.15142857142858,23720.0,1.71,2.856,3.104575163398693,1.6701754,1.7934,2021-02-02,63.38,28.52,16.26,1.8749,2021-02-03,64.25,29.73,16.0,1.9487,2021-02-04,62.31,30.99,16.52,2.0217,2021-02-05,75.88,25.15,18.01,2.0937,2021-02-06,74.31,27.57,17.42,2.1657,2021-02-07,70.38,28.7,16.8,2.2367,2021-02-08,67.94,28.55,16.35,2.3077,2021-02-09,71.44,27.74,16.83,2.393,2021-02-10,78.81,25.95,17.7,2021-02-04,38.0,1.9529490808799848,1050
22,PROGRESOS,2020-12-29,15.14,27.44,80.15142857142857,40494.0,0.036,4.361111111111111,0.013520427,555.0,2021-01-05,11.9,26.18,81.04285714285713,39810.0,0.157,0.138,1.6891391317232185,0.8789809,2021-01-05,11.9,26.18,81.04285714285713,39461.0,0.385,0.45,2.550995,1.1688311,2021-01-05,11.9,26.18,81.04285714285713,39142.0,0.67,0.986,3.3387662369733797,1.4716418,2021-01-05,11.9,26.18,81.04285714285713,38814.0,1.196,1.757,4.148762779671062,1.4690635,2021-01-05,11.9,26.18,81.04285714285713,38482.0,1.736,2.751,4.96863732898701,1.5846775,1.786166666666667,2021-02-03,64.25,29.73,16.0,1.8561111111111108,2021-02-04,62.31,30.99,16.52,1.9263333333333328,2021-02-05,75.88,25.15,18.01,1.998055555555556,2021-02-06,74.31,27.57,17.42,2.069611111111111,2021-02-07,70.38,28.7,16.8,2.1411666666666664,2021-02-08,67.94,28.55,16.35,2.2121666666666666,2021-02-09,71.44,27.74,16.83,2.287111111111111,2021-02-10,78.81,25.95,17.7,2.358111111111111,2021-02-11,70.62,27.73,16.15,2021-02-06,39.0,1.975989228767662,750
