DIVIPOLA 2011  (VIVIENDAS, HOGARES Y PERSONAS 2005);Clase;Departamento;Municipio;Nombre centro;Tipo;Manzanas;Viviendas;Hogares;Personas;Grados;Minutos;Segundos;Latitud;grados;minutos;segundos;Longitud;geo_point
270012060;2;CHOCO;QUIBDO;VILLA DEL ROSARIO;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270012061;2;CHOCO;QUIBDO;WINANDO;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270012063;2;CHOCO;QUIBDO;BARRANCO;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
500012019;2;META;VILLAVICENCIO;APIAY;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
053682003;2;ANTIOQUIA;JERICO;LA CASCADA;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
500012021;2;META;VILLAVICENCIO;ARGENTINA;CP;4.0;16.0;16.0;64.0;-73.0;38.0;19.03189308;;4.0;12.0;2.888790876;4.20080244191;-73.6386199703,4.20080244191
053683000;3;ANTIOQUIA;JERICO;JERICO;R;0.0;1566.0;1237.0;5007.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
053762003;2;ANTIOQUIA;LA CEJA;SAN JOSE;CAS;10.0;56.0;41.0;165.0;-75.0;29.0;18.67418664;;5.0;57.0;55.138778568;5.96531632738;-75.4885206074,5.96531632738
270062007;2;CHOCO;ACANDI;SAN FRANCISCO;CAS;5.0;48.0;32.0;121.0;-77.0;6.0;36.14097852;;8.0;21.0;43.359621444;8.36204433929;-77.1100391607,8.36204433929
270062009;2;CHOCO;ACANDI;CHUGANDI;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270062010;2;CHOCO;ACANDI;SAPZURRO;C;13.0;80.0;58.0;164.0;-77.0;20.0;52.53128952;;8.0;38.0;51.564385968;8.64765677388;-77.3479253582,8.64765677388
053763000;3;ANTIOQUIA;LA CEJA;LA CEJA;R;0.0;2555.0;1749.0;7629.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
053801000;1;ANTIOQUIA;LA ESTRELLA;LA ESTRELLA;CM;239.0;7932.0;7617.0;28538.0;-75.0;38.0;16.23754212;;6.0;9.0;22.144333176;6.15615120366;-75.6378437617,6.15615120366
270062018;2;CHOCO;ACANDI;TITIZA;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
500012029;2;META;VILLAVICENCIO;QUINTAS DE SAN FERNANDO;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
053802008;2;ANTIOQUIA;LA ESTRELLA;SAGRADA FAMILIA;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
500012030;2;META;VILLAVICENCIO;QUINTAS DEL DIAMANTE;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270252002;2;CHOCO;ALTO BAUDO;AMPARRADO;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
053802011;2;ANTIOQUIA;LA ESTRELLA;SAN ISIDRO;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270252004;2;CHOCO;ALTO BAUDO;CHACHAJO;IPD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270252006;2;CHOCO;ALTO BAUDO;NAUCA;IPD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
500063000;3;META;ACACIAS;ACACIAS;R;0.0;1487.0;1589.0;6817.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
053802022;2;ANTIOQUIA;LA ESTRELLA;LA VIRGEN PARTE ALTA;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270252008;2;CHOCO;ALTO BAUDO;SANTA CATALINA DE CATRU;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
053901000;1;ANTIOQUIA;LA PINTADA;LA PINTADA;CM;68.0;1829.0;1636.0;5991.0;-75.0;36.0;21.2044626;;5.0;44.0;49.80903846;5.74716917735;-75.6058901285,5.74716917735
053903000;3;ANTIOQUIA;LA PINTADA;LA PINTADA;R;0.0;277.0;271.0;1006.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
502871000;1;META;FUENTE DE ORO;FUENTE DE ORO;CM;92.0;1418.0;1558.0;5836.0;-73.0;37.0;11.9521506;;3.0;27.0;41.456938176;3.46151581616;-73.6199867085,3.46151581616
054002003;2;ANTIOQUIA;LA UNION;CHUSCALITO;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054002004;2;ANTIOQUIA;LA UNION;LA CONCHA;CAS;8.0;51.0;50.0;205.0;-75.0;22.0;7.92072443999;;5.0;58.0;50.854005264;5.98079277924;-75.3688668679,5.98079277924
270252014;2;CHOCO;ALTO BAUDO;EL SALTO(BELLA LUZ);C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
502873000;3;META;FUENTE DE ORO;FUENTE DE ORO;R;0.0;1226.0;1036.0;4029.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270252016;2;CHOCO;ALTO BAUDO;DOMINICO;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
503133000;3;META;GRANADA;GRANADA;R;0.0;1544.0;1509.0;6381.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
503181000;1;META;GUAMAL;GUAMAL;CM;116.0;1833.0;1720.0;6134.0;-73.0;46.0;12.43335;;3.0;52.0;47.102401668;3.87975066713;-73.770120375,3.87975066713
054112005;2;ANTIOQUIA;LIBORINA;CURITI;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
503182001;2;META;GUAMAL;HUMADEA;CAS;4.0;47.0;40.0;118.0;-73.0;45.0;2.03684975999;;3.0;48.0;54.408112092;3.81511336447;-73.7505657916,3.81511336447
270252020;2;CHOCO;ALTO BAUDO;LA FELICIA;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054112008;2;ANTIOQUIA;LIBORINA;BELEN;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
503251000;1;META;MAPIRIPAN;MAPIRIPAN;CM;62.0;0.0;0.0;0.0;-72.0;7.0;59.4754374;;2.0;53.0;33.22467654;2.89256241015;-72.1331876215,2.89256241015
270252024;2;CHOCO;ALTO BAUDO;MOJAUDO;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
503252004;2;META;MAPIRIPAN;ANZUELO;IPM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054251000;1;ANTIOQUIA;MACEO;MACEO;CM;38.0;822.0;836.0;2990.0;-74.0;47.0;16.28452896;;6.0;33.0;11.02679874;6.55306299965;-74.7878568136,6.55306299965
503252006;2;META;MAPIRIPAN;LA COOPERATIVA;IPM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054252003;2;ANTIOQUIA;MACEO;LA FLORESTA;C;2.0;197.0;157.0;608.0;-74.0;42.0;12.20541516;;6.0;28.0;39.408309444;6.47761341929;-74.7033903931,6.47761341929
503252008;2;META;MAPIRIPAN;SARDINATA;IPM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054253000;3;ANTIOQUIA;MACEO;MACEO;R;0.0;1190.0;906.0;3337.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270252030;2;CHOCO;ALTO BAUDO;AMPARRAIDA(SANTA RITA);CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054403000;3;ANTIOQUIA;MARINILLA;MARINILLA;R;0.0;4129.0;3231.0;12858.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054672001;2;ANTIOQUIA;MONTEBELLO;SABALETAS;C;4.0;40.0;23.0;70.0;-75.0;32.0;42.25052976;;5.0;55.0;3.4907925;5.91763633125;-75.5450695916,5.91763633125
270252033;2;CHOCO;ALTO BAUDO;MIACORA;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054672003;2;ANTIOQUIA;MONTEBELLO;MONTE DE VENADO;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054672004;2;ANTIOQUIA;MONTEBELLO;EL CARMELO;IPD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
503302005;2;META;MESETAS;ORIENTE;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270252036;2;CHOCO;ALTO BAUDO;PUERTO CORDOBA URUDO;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054752003;2;ANTIOQUIA;MURINDO;SAN ALEJANDRO;IPD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054752005;2;ANTIOQUIA;MURINDO;JEDEGA;IPM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054753000;3;ANTIOQUIA;MURINDO;MURINDO;R;0.0;528.0;500.0;2155.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054801000;1;ANTIOQUIA;MUTATA;MUTATA;CM;82.0;1138.0;1091.0;4332.0;-76.0;26.0;12.73616628;;7.0;14.0;39.463176408;7.24429532678;-76.4368711573,7.24429532678
054802002;2;ANTIOQUIA;MUTATA;PAVARANDOCITO;C;13.0;0.0;0.0;0.0;-76.0;31.0;32.91030084;;7.0;17.0;43.623927564;7.29545109099;-76.5258084169,7.29545109099
270502002;2;CHOCO;ATRATO;DOÑA JOSEFA;C;15.0;176.0;124.0;511.0;-76.0;38.0;51.08003736;;5.0;33.0;4.7037555;5.55130659875;-76.6475222326,5.55130659875
270502003;2;CHOCO;ATRATO;SAMURINDO;C;8.0;96.0;71.0;310.0;-76.0;39.0;8.87067396001;;5.0;35.0;14.014109904;5.58722614164;-76.6524640761,5.58722614164
054802006;2;ANTIOQUIA;MUTATA;CAUCHERAS;CAS;15.0;97.0;96.0;421.0;-76.0;29.0;23.33978124;;7.0;20.0;16.455343488;7.33790426208;-76.4898166059,7.33790426208
270502004;2;CHOCO;ATRATO;REAL DE TANANDO;C;7.0;0.0;0.0;0.0;-76.0;35.0;59.09183016;;5.0;36.0;44.248958892;5.61229137747;-76.5997477306,5.61229137747
054831000;1;ANTIOQUIA;NARIÑO;NARIÑO;CM;34.0;910.0;769.0;2498.0;-75.0;10.0;26.97551112;;5.0;36.0;38.849019372;5.61079139427;-75.1741598642,5.61079139427
503502006;2;META;LA MACARENA;CATALINA;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270502007;2;CHOCO;ATRATO;SAN MARTIN DE PURRE;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054901000;1;ANTIOQUIA;NECOCLI;NECOCLI;CM;124.0;2382.0;2495.0;11473.0;-76.0;47.0;15.41740344;;8.0;25.0;33.375706968;8.42593769638;-76.7876159454,8.42593769638
054902001;2;ANTIOQUIA;NECOCLI;EL TOTUMO;C;88.0;487.0;458.0;2181.0;-76.0;44.0;49.0391448;;8.0;19.0;48.574832124;8.33015967559;-76.746955318,8.33015967559
054902002;2;ANTIOQUIA;NECOCLI;MULATOS;C;41.0;360.0;332.0;1444.0;-76.0;43.0;0.8009939999919999;;8.0;37.0;54.381369864;8.63177260274;-76.716889165,8.63177260274
270502010;2;CHOCO;ATRATO;PUENTE DE PAIMADO;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054902004;2;ANTIOQUIA;NECOCLI;ZAPATA;C;22.0;277.0;270.0;1178.0;-76.0;38.0;15.15252768;;8.0;41.0;4.79296914;8.68466471365;-76.6375423688,8.68466471365
054902005;2;ANTIOQUIA;NECOCLI;CARIBIA;C;26.0;89.0;83.0;375.0;-76.0;40.0;15.90961368;;8.0;30.0;6.744970764;8.50187360299;-76.6710860038,8.50187360299
504001000;1;META;LEJANIAS;LEJANIAS;CM;104.0;1034.0;1046.0;3884.0;-74.0;1.0;27.84845208;;3.0;31.0;32.472168456;3.52568671346;-74.0244023478,3.52568671346
054902007;2;ANTIOQUIA;NECOCLI;VEREDA EL BOBAL;CAS;12.0;101.0;104.0;533.0;-76.0;45.0;12.50907876;;8.0;24.0;41.919301908;8.41164425053;-76.7534747441,8.41164425053
270502015;2;CHOCO;ATRATO;BRAZO DE LOS NARANJOS;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054902009;2;ANTIOQUIA;NECOCLI;EL MELLITO;C;21.0;168.0;169.0;808.0;-76.0;40.0;14.95207812;;8.0;32.0;51.086999472;8.54752416652;-76.6708200217,8.54752416652
054903000;3;ANTIOQUIA;NECOCLI;NECOCLI;R;0.0;6070.0;5819.0;28877.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054951000;1;ANTIOQUIA;NECHI;NECHI;CM;109.0;2264.0;2457.0;10606.0;-74.0;46.0;34.73967072;;8.0;5.0;19.391065188;8.08871974033;-74.7763165752,8.08871974033
504501000;1;META;PUERTO CONCORDIA;PUERTO CONCORDIA;CM;39.0;1232.0;1829.0;5640.0;-72.0;45.0;22.49445168;;2.0;37.0;26.544316764;2.62404008799;-72.7562484588,2.62404008799
270732001;2;CHOCO;BAGADO;AGUASAL;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
505732007;2;META;PUERTO LOPEZ;PUERTO PORFIA;IPD;10.0;62.0;53.0;425.0;-73.0;1.0;52.32241452;;4.0;9.0;35.966048904;4.15999056914;-73.0312006707,4.15999056914
054952004;2;ANTIOQUIA;NECHI;LAS FLORES;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
505732010;2;META;PUERTO LOPEZ;BOCAS DEL GUAYURIBA;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
054953000;3;ANTIOQUIA;NECHI;NECHI;R;0.0;1316.0;1247.0;5538.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055011000;1;ANTIOQUIA;OLAYA;OLAYA;CM;12.0;71.0;67.0;291.0;-75.0;48.0;43.55032824;;6.0;37.0;30.861270768;6.62523924188;-75.8120973134,6.62523924188
505732012;2;META;PUERTO LOPEZ;CHAVIVA;IP;19.0;69.0;52.0;191.0;-73.0;3.0;58.93314048;;4.0;8.0;36.17403252;4.1433816757;-73.0663703168,4.1433816757
270732006;2;CHOCO;BAGADO;PIEDRA HONDA;IPD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
505732014;2;META;PUERTO LOPEZ;MELUA;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055411000;1;ANTIOQUIA;PEÑOL;PEÑOL;CM;155.0;2939.0;2413.0;8276.0;-75.0;12.0;46.7505468;;6.0;13.0;19.121535516;6.22197820431;-75.212986263,6.22197820431
505733000;3;META;PUERTO LOPEZ;PUERTO LOPEZ;R;0.0;1607.0;1452.0;5709.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055431000;1;ANTIOQUIA;PEQUE;PEQUE;CM;20.0;431.0;434.0;1606.0;-75.0;54.0;31.40909784;;7.0;1.0;19.630443072;7.02211956752;-75.9087247494,7.02211956752
055432001;2;ANTIOQUIA;PEQUE;BARBACOAS;C;9.0;0.0;0.0;0.0;-75.0;49.0;44.02976232;;6.0;55.0;32.697304896;6.92574925136;-75.8288971562,6.92574925136
055432002;2;ANTIOQUIA;PEQUE;LOMITAS;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055432003;2;ANTIOQUIA;PEQUE;LOS LLANOS;C;12.0;98.0;96.0;401.0;-75.0;54.0;21.83535288;;7.0;3.0;52.39243818;7.06455345505;-75.9060653758,7.06455345505
270732012;2;CHOCO;BAGADO;PESCADITO;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055432009;2;ANTIOQUIA;PEQUE;EL AGRIO;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055433000;3;ANTIOQUIA;PEQUE;PEQUE;R;0.0;1368.0;1218.0;5513.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270752001;2;CHOCO;BAHIA SOLANO;CUPICA;C;7.0;337.0;277.0;1182.0;-77.0;28.0;22.3130568;;6.0;42.0;15.370200324;6.70426950009;-77.472864738,6.70426950009
270752002;2;CHOCO;BAHIA SOLANO;EL VALLE;C;22.0;524.0;500.0;2157.0;-77.0;25.0;40.02320496;;6.0;6.0;14.268003696;6.10396333436;-77.4277842236,6.10396333436
270752003;2;CHOCO;BAHIA SOLANO;HUACA;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270752004;2;CHOCO;BAHIA SOLANO;HUINA;C;6.0;49.0;40.0;188.0;-77.0;27.0;24.1762878;;6.0;16.0;19.31550366;6.27203208435;-77.4567156355,6.27203208435
055792003;2;ANTIOQUIA;PUERTO BERRIO;CABAÑAS;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055792005;2;ANTIOQUIA;PUERTO BERRIO;CRISTALINA;IPD;8.0;573.0;487.0;1799.0;-74.0;34.0;37.70731236;;6.0;24.0;39.811751064;6.41105881974;-74.5771409201,6.41105881974
270752007;2;CHOCO;BAHIA SOLANO;NABUGA;IP;6.0;117.0;86.0;321.0;-77.0;21.0;40.45628772;;6.0;23.0;31.067087496;6.39196307986;-77.3612378577,6.39196307986
270752008;2;CHOCO;BAHIA SOLANO;TEBADA;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055792011;2;ANTIOQUIA;PUERTO BERRIO;BODEGAS;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270753000;3;CHOCO;BAHIA SOLANO;MUTIS;R;0.0;145.0;141.0;782.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055792014;2;ANTIOQUIA;PUERTO BERRIO;MINAS DEL VAPOR;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055792015;2;ANTIOQUIA;PUERTO BERRIO;SANTA MARTINA;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055793000;3;ANTIOQUIA;PUERTO BERRIO;PUERTO BERRIO;R;0.0;466.0;446.0;1922.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
506063000;3;META;RESTREPO;RESTREPO;R;0.0;1175.0;901.0;3383.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270772007;2;CHOCO;BAJO BAUDO;HIJUA;IP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055852004;2;ANTIOQUIA;PUERTO NARE;LA UNION;C;4.0;103.0;87.0;336.0;-74.0;42.0;9.41785559998;;6.0;11.0;4.925898024;6.18470163834;-74.702616071,6.18470163834
506802001;2;META;SAN CARLOS DE GUAROA;PAJURE;IPD;11.0;85.0;68.0;253.0;-73.0;7.0;37.1115696;;3.0;53.0;19.354298676;3.88870952741;-73.126975436,3.88870952741
270772011;2;CHOCO;BAJO BAUDO;PILIZA;C;5.0;76.0;68.0;272.0;-77.0;22.0;28.4552022;;5.0;4.0;38.089926012;5.07724720167;-77.3745708895,5.07724720167
270772012;2;CHOCO;BAJO BAUDO;PLAYITA;IP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
506802004;2;META;SAN CARLOS DE GUAROA;SAN JOSE DE LAS PALOMAS;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
055913000;3;ANTIOQUIA;PUERTO TRIUNFO;PUERTO TRIUNFO;R;0.0;1160.0;1063.0;3985.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
506832011;2;META;SAN JUAN DE ARAMA;CERRITO;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270772016;2;CHOCO;BAJO BAUDO;SIVIRU;C;12.0;41.0;36.0;162.0;-77.0;20.0;35.82007008;;4.0;48.0;16.718650056;4.80464406946;-77.3432833528,4.80464406946
056042003;2;ANTIOQUIA;REMEDIOS;SANTA ISABEL;C;11.0;158.0;154.0;518.0;-74.0;44.0;34.6166736;;6.0;56.0;42.752933196;6.94520914811;-74.742949076,6.94520914811
506833000;3;META;SAN JUAN DE ARAMA;SAN JUAN DE ARAMA;R;0.0;788.0;689.0;2889.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
056042007;2;ANTIOQUIA;REMEDIOS;CAÑAVERAL;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
056042008;2;ANTIOQUIA;REMEDIOS;MARTANA;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
506862001;2;META;SAN JUANITO;SAN ROQUE;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
506892004;2;META;SAN MARTIN;RINCON BOLIVAR;IPD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270772022;2;CHOCO;BAJO BAUDO;PUNTA DE IGUA;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
056151000;1;ANTIOQUIA;RIONEGRO;RIONEGRO;CM;735.0;17514.0;17554.0;65101.0;-75.0;22.0;32.89370052;;6.0;7.0;40.15380576;6.1278205016;-75.3758038057,6.1278205016
507111000;1;META;VISTAHERMOSA;VISTAHERMOSA;CM;122.0;1825.0;1759.0;6340.0;-73.0;45.0;9.08394407999;;3.0;7.0;39.333268704;3.12759257464;-73.7525233178,3.12759257464
270772028;2;CHOCO;BAJO BAUDO;PUERTO ECHEVERRI;CAS;4.0;0.0;0.0;0.0;-76.0;57.0;49.79970072;;5.0;19.0;18.673895964;5.32185385999;-76.9638332502,5.32185385999
056282001;2;ANTIOQUIA;SABANALARGA;EL JUNCO;IPD;11.0;73.0;61.0;232.0;-75.0;49.0;32.62906344;;6.0;48.0;25.1505315;6.80698625875;-75.8257302954,6.80698625875
270772031;2;CHOCO;BAJO BAUDO;SAN MIGUEL DE BAUDO;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
507112005;2;META;VISTAHERMOSA;PUERTO LUCAS MARGEN IZQUIERDO;CAS;6.0;10.0;6.0;17.0;-73.0;46.0;35.55918732;;3.0;6.0;17.900908344;3.10497247454;-73.7765442187,3.10497247454
507112006;2;META;VISTAHERMOSA;PUERTO LUCAS MARGEN DERECHO;CAS;7.0;15.0;16.0;75.0;-73.0;46.0;51.44709288;;3.0;6.0;14.826270924;3.10411840859;-73.7809575258,3.10411840859
270773000;3;CHOCO;BAJO BAUDO;PIZARRO;R;0.0;2188.0;2058.0;11433.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
056422002;2;ANTIOQUIA;SALGAR;LA CAMARA;C;7.0;67.0;62.0;189.0;-75.0;59.0;1.7628820799799998;;6.0;1.0;41.66900382;6.02824138995;-75.9838230228,6.02824138995
507112011;2;META;VISTAHERMOSA;LA COOPERATIVA;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
507112012;2;META;VISTAHERMOSA;COSTA RICA;CAS;10.0;0.0;0.0;0.0;-73.0;52.0;43.75586244;;3.0;12.0;25.209499572;3.20700263877;-73.8788210729,3.20700263877
270992003;2;CHOCO;BOJAYA;ISLA DE LOS PALACIOS;C;1.0;0.0;0.0;0.0;-76.0;55.0;31.77729984;;6.0;50.0;0.0850970399989;6.8333569714;-76.9254936944,6.8333569714
056422007;2;ANTIOQUIA;SALGAR;EL JUNCO;CAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
507112019;2;META;VISTAHERMOSA;BUENOS AIRES;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270992005;2;CHOCO;BOJAYA;NAPIPI;C;4.0;0.0;0.0;0.0;-76.0;56.0;20.42763504;;6.0;39.0;53.349608268;6.66481933563;-76.9390076764,6.66481933563
056422011;2;ANTIOQUIA;SALGAR;LA GULUNGA;IPD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
507112021;2;META;VISTAHERMOSA;LA REFORMA;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270992008;2;CHOCO;BOJAYA;PUERTO CONTO;IPD;13.0;0.0;0.0;0.0;-76.0;50.0;58.589044799999996;;6.0;33.0;3.955489236;6.55109874701;-76.849608068,6.55109874701
270992009;2;CHOCO;BOJAYA;SAN JOSE;IP;4.0;0.0;0.0;0.0;-76.0;46.0;4.52574876002;;6.0;28.0;13.702988784;6.47047305244;-76.7679238191,6.47047305244
056492002;2;ANTIOQUIA;SAN CARLOS;SAMANA;C;5.0;132.0;8.0;36.0;-74.0;50.0;7.55471579999;;6.0;7.0;42.882951468;6.12857859763;-74.8354318655,6.12857859763
270992011;2;CHOCO;BOJAYA;VERACRUZ;IP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
520012014;2;NARIÑO;PASTO;BAJO CASANARE;IP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270992013;2;CHOCO;BOJAYA;MESOPOTAMIA;C;6.0;0.0;0.0;0.0;-77.0;1.0;30.46909296;;6.0;48.0;36.069222708;6.81001922853;-77.0251303036,6.81001922853
520012027;2;NARIÑO;PASTO;CABRERA;C;8.0;71.0;75.0;330.0;-77.0;12.0;52.01359668;;1.0;12.0;54.239857416;1.21506662706;-77.2144482213,1.21506662706
056493000;3;ANTIOQUIA;SAN CARLOS;SAN CARLOS;R;0.0;1916.0;1207.0;4474.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
270992030;2;CHOCO;BOJAYA;PIEDRA CANDELA;CP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
520012030;2;NARIÑO;PASTO;BUESAQUILLO CENTRO;C;28.0;681.0;779.0;3154.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
056522001;2;ANTIOQUIA;SAN FRANCISCO;AQUITANIA;C;9.0;275.0;176.0;587.0;-74.0;58.0;16.65677532;;5.0;50.0;40.490961612;5.84458082267;-74.9712935487,5.84458082267
271352001;2;CHOCO;EL CANTON DEL SAN PABLO;BOCA DE RASPADURA;C;5.0;81.0;70.0;330.0;-76.0;42.0;47.378007;;5.0;15.0;54.714296736;5.26519841576;-76.7131605575,5.26519841576
271352002;2;CHOCO;EL CANTON DEL SAN PABLO;LA VICTORIA;C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;
520012039;2;NARIÑO;PASTO;ANGANOY;CAS;25.0;655.0;687.0;3059.0;-77.0;18.0;3.68351315999;;1.0;12.0;49.732869636;1.21381468601;-77.3010231981,1.21381468601
